uf	municipio	total	quantidade	percentual
SE	CEDRO DE SAO JOAO	217	0	0.00
SE	CRISTINAPOLIS	413	2	0.48
SE	CUMBE	117	0	0.00
SE	DIVINA PASTORA	189	0	0.00
SE	ESTANCIA	2170	14	0.65
SE	FEIRA NOVA	190	1	0.53
SE	FREI PAULO	351	4	1.14
SE	GARARU	283	1	0.35
SE	GENERAL MAYNARD	64	0	0.00
SE	GRACHO CARDOSO	161	1	0.62
SE	ILHA DAS FLORES	118	0	0.00
SE	INDIAROBA	348	1	0.29
SE	ITABAIANA	3109	15	0.48
SE	ITABAIANINHA	1131	9	0.80
SE	ITABI	197	0	0.00
SE	ITAPORANGA D AJUDA	1050	8	0.76
SE	JAPARATUBA	479	2	0.42
SE	JAPOATA	235	3	1.28
SE	LAGARTO	4004	28	0.70
SE	LARANJEIRAS	726	2	0.28
SE	MACAMBIRA	158	0	0.00
SE	MALHADA DOS BOIS	91	0	0.00
SE	MALHADOR	366	2	0.55
SE	MARUIM	427	4	0.94
SE	MOITA BONITA	324	2	0.62
SE	MONTE ALEGRE DE SERGIPE	329	2	0.61
SE	MURIBECA	137	2	1.46
SE	NEOPOLIS	317	1	0.32
SE	NOSSA SENHORA APARECIDA	309	0	0.00
SE	NOSSA SENHORA DA GLORIA	1232	16	1.30
SE	NOSSA SENHORA DAS DORES	683	3	0.44
SE	NOSSA SENHORA DE LOURDES	257	1	0.39
SE	NOSSA SENHORA DO SOCORRO	7281	58	0.80
SE	PACATUBA	162	2	1.23
SE	PEDRA MOLE	79	0	0.00
SE	PEDRINHAS	337	1	0.30
SE	PINHAO	183	1	0.55
SE	PIRAMBU	301	2	0.66
SE	POCO REDONDO	392	0	0.00
SE	POCO VERDE	828	6	0.72
SE	PORTO DA FOLHA	598	13	2.17
SE	PROPRIA	875	7	0.80
SE	RACAJU	1	0	0.00
SE	RIACHAO DO DANTAS	457	0	0.00
SE	RIACHUELO	327	0	0.00
SE	RIBEIROPOLIS	604	2	0.33
SE	ROSARIO DO CATETE	179	2	1.12
SE	SALGADO	722	4	0.55
SE	SANTA LUZIA DO ITANHY	189	2	1.06
SE	SANTA LUZIA DO ITANY	1	0	0.00
SE	SANTA ROSA DE LIMA	204	0	0.00
SE	SANTANA DO SAO FRANCISCO	193	2	1.04
SE	SANTO AMARO DAS BROTAS	224	1	0.45
SE	SAO CRISTOVAO	3972	40	1.01
SE	SAO DOMINGOS	345	5	1.45
SE	SAO FRANCISCO	56	0	0.00
SE	SAO MIGUEL DO ALEIXO	122	0	0.00
SE	SAO STOVAO	1	0	0.00
SE	SIMAO DIAS	1478	6	0.41
SE	SIRIRI	279	2	0.72
SE	TELHA	105	0	0.00
SE	TOBIAS BARRETO	1640	7	0.43
SE	TOMAR DO GERU	217	3	1.38
SE	UMBAUBA	770	3	0.39
SP	ADAMANTINA	353	0	0.00
SP	ADOLFO	53	0	0.00
SP	AGUAI	494	2	0.40
SP	AGUAS DA PRATA	116	0	0.00
SP	AGUAS DE LINDOIA	381	1	0.26
SP	AGUAS DE SANTA BARBARA	109	0	0.00
SP	AGUAS DE SAO PEDRO	65	0	0.00
SP	AGUDOS	747	2	0.27
SP	ALAMBARI	70	0	0.00
SP	ALFREDO MARCONDES	84	0	0.00
SP	ALTAIR	43	0	0.00
SP	ALTINOPOLIS	403	1	0.25
SP	ALTO ALEGRE	66	0	0.00
SP	ALUMINIO	355	0	0.00
SP	ALVARES FLORENCE	75	0	0.00
SP	ALVARES MACHADO	408	0	0.00
SP	ALVARO DE CARVALHO	27	0	0.00
SP	ALVINLANDIA	57	1	1.75
SP	AMERICANA	4262	11	0.26
SP	AMERICO BRASILIENSE	818	3	0.37
SP	AMERICO DE CAMPOS	102	0	0.00
SP	AMPARO	1538	4	0.26
SP	ANALANDIA	135	0	0.00
SP	ANDRADINA	1475	1	0.07
SP	ANGATUBA	470	0	0.00
SP	ANHEMBI	54	1	1.85
SP	ANHUMAS	73	0	0.00
SP	AO JOSE DOS CAMPOS	1	0	0.00
SP	AO PAULO	1	0	0.00
SP	APARECIDA	866	1	0.12
SP	APARECIDA D OESTE	82	0	0.00
SP	APIAI	524	1	0.19
SP	ARACARIGUAMA	434	0	0.00
SP	ARACATUBA	3667	10	0.27
SP	ARACOIABA DA SERRA	554	2	0.36
SP	ARAMINA	95	0	0.00
SP	ARANDU	95	0	0.00
SP	ARAPEI	37	0	0.00
SP	ARARAQUARA	5825	25	0.43
SP	ARARAS	3039	8	0.26
SP	ARCO-IRIS	30	5	16.67
SP	AREALVA	175	0	0.00
SP	AREIAS	63	0	0.00
SP	AREIOPOLIS	202	0	0.00
SP	ARIRANHA	115	0	0.00
SP	ARPEI	1	0	0.00
SP	ARTUR NOGUEIRA	963	5	0.52
SP	ARUJA	2179	11	0.50
SP	ASPASIA	35	0	0.00
SP	ASSIS	2116	7	0.33
SP	ATIBAIA	3533	12	0.34
SP	AURIFLAMA	415	0	0.00
SP	AVAI	59	10	16.95
SP	AVANHANDAVA	213	0	0.00
SP	AVARE	1493	0	0.00
SP	BADY BASSITT	322	3	0.93
SP	BALBINOS	25	0	0.00
SP	BALSAMO	103	0	0.00
SP	BANANAL	191	1	0.52
SP	BARAO DE ANTONINA	64	0	0.00
SP	BARBOSA	102	0	0.00
SP	BARIRI	650	1	0.15
SP	BARRA BONITA	864	1	0.12
SP	BARRA DO CHAPEU	36	0	0.00
SP	BARRA DO TURVO	180	0	0.00
SP	BARRETOS	2834	5	0.18
SP	BARRINHA	723	1	0.14
SP	BARUERI	6776	30	0.44
SP	BASTOS	404	1	0.25
SP	BATATAIS	1299	0	0.00
SP	BAURU	7945	24	0.30
SP	BEBEDOURO	1608	1	0.06
SP	BENTO DE ABREU	37	0	0.00
SP	BERNARDINO DE CAMPOS	222	0	0.00
SP	BERTIOGA	816	4	0.49
SP	BILAC	137	0	0.00
SP	BIRIGUI	2772	12	0.43
SP	BIRITIBA-MIRIM	480	2	0.42
SP	BOA ESPERANCA DO SUL	237	1	0.42
SP	BOCAINA	137	0	0.00
SP	BOFETE	116	0	0.00
SP	BOITUVA	995	2	0.20
SP	BOM JESUS DOS PERDOES	515	4	0.78
SP	BOM SUCESSO DE ITARARE	77	0	0.00
SP	BORA	16	0	0.00
SP	BORACEIA	81	0	0.00
SP	BORBOREMA	302	0	0.00
SP	BOREBI	19	0	0.00
SP	BOTUCATU	2576	5	0.19
SP	BRAGANCA PAULISTA	4199	9	0.21
SP	BRAUNA	78	2	2.56
SP	BREJO ALEGRE	49	0	0.00
SP	BRODOWSKI	550	0	0.00
SP	BROTAS	447	0	0.00
SP	BURI	286	0	0.00
SP	BURITAMA	440	1	0.23
SP	BURITIZAL	55	0	0.00
SP	CABRALIA PAULISTA	152	1	0.66
SP	CABREUVA	951	1	0.11
SP	CACAPAVA	1693	5	0.30
SP	CACHOEIRA PAULISTA	589	0	0.00
SP	CACONDE	463	1	0.22
SP	CAFELANDIA	399	1	0.25
SP	CAIABU	44	0	0.00
SP	CAIEIRAS	1922	11	0.57
SP	CAIUA	99	2	2.02
SP	CAJAMAR	1499	13	0.87
SP	CAJATI	584	0	0.00
SP	CAJOBI	200	0	0.00
SP	CAJURU	500	0	0.00
SP	CAMPINA DO MONTE ALEGRE	50	0	0.00
SP	CAMPINAS	23063	107	0.46
SP	CAMPINS	1	0	0.00
SP	CAMPO LIMPO PAULISTA	1431	5	0.35
SP	CAMPOS DO JORDAO	1198	4	0.33
SP	CAMPOS NOVOS PAULISTA	72	0	0.00
SP	CANANEIA	209	0	0.00
SP	CANAS	77	0	0.00
SP	CANDIDO MOTA	625	1	0.16
SP	CANDIDO RODRIGUES	33	0	0.00
SP	CANITAR	49	2	4.08
SP	CAPAO BONITO	1050	5	0.48
SP	CAPELA DO ALTO	325	1	0.31
SP	CAPIVARI	1187	3	0.25
SP	CARAGUATATUBA	2624	16	0.61
SP	CARAPICUIBA	9463	58	0.61
SP	CARDOSO	210	0	0.00
SP	CASA BRANCA	504	2	0.40
SP	CASSIA DOS COQUEIROS	59	0	0.00
SP	CASTILHO	455	2	0.44
SP	CATANDUVA	1793	2	0.11
SP	CATIGUA	46	1	2.17
SP	CEDRAL	139	0	0.00
SP	CERQUEIRA CESAR	365	0	0.00
SP	CERQUILHO	940	4	0.43
SP	CESARIO LANGE	205	0	0.00
SP	CHARQUEADA	196	0	0.00
SP	CHAVANTES	199	0	0.00
SP	CLEMENTINA	75	0	0.00
SP	COLINA	460	2	0.43
SP	COLOMBIA	123	0	0.00
SP	CONCHAL	628	2	0.32
SP	CONCHAS	269	0	0.00
SP	CORDEIROPOLIS	304	0	0.00
SP	COROADOS	75	0	0.00
SP	CORONEL MACEDO	105	0	0.00
SP	CORUMBATAI	76	0	0.00
SP	COSMOPOLIS	1156	2	0.17
SP	COSMORAMA	91	0	0.00
SP	COTIA	5514	24	0.44
SP	CRAVINHOS	637	1	0.16
SP	CRISTAIS PAULISTA	151	1	0.66
SP	CRUZALIA	77	0	0.00
SP	CRUZEIRO	1319	3	0.23
SP	CUBATAO	2584	9	0.35
SP	CUNHA	398	1	0.25
SP	DESCALVADO	780	2	0.26
SP	DIADEMA	10890	85	0.78
SP	DIRCE REIS	31	0	0.00
SP	DIVINOLANDIA	257	0	0.00
SP	DOBRADA	119	0	0.00
SP	DOIS CORREGOS	369	0	0.00
SP	DOLCINOPOLIS	41	0	0.00
SP	DOURADO	155	0	0.00
SP	DRACENA	710	0	0.00
SP	DUARTINA	410	0	0.00
SP	DUMONT	147	0	0.00
SP	ECHAPORA	104	0	0.00
SP	ELDORADO	392	1	0.26
SP	ELIAS FAUSTO	275	0	0.00
SP	ELISIARIO	41	0	0.00
SP	EMBAUBA	33	0	0.00
SP	EMBU	6130	35	0.57
SP	EMBU-GUACU	2028	7	0.35
SP	EMILIANOPOLIS	53	0	0.00
SP	ENGENHEIRO COELHO	613	4	0.65
SP	ESPIRITO SANTO DO PINHAL	793	1	0.13
SP	ESPIRITO SANTO DO TURVO	120	0	0.00
SP	ESPIRITO SANTO DOPINHAL	1	0	0.00
SP	ESTIVA GERBI	173	0	0.00
SP	ESTRELA D OESTE	175	0	0.00
SP	ESTRELA DO NORTE	48	0	0.00
SP	EUCLIDES DA CUNHA PAULISTA	355	3	0.85
SP	FARTURA	379	2	0.53
SP	FERNANDO PRESTES	90	0	0.00
SP	FERNANDOPOLIS	1598	5	0.31
SP	FERNAO	30	0	0.00
SP	FERRAZ DE VASCONCELOS	4206	21	0.50
SP	FLORA RICA	20	0	0.00
SP	FLOREAL	76	0	0.00
SP	FLORIDA PAULISTA	108	2	1.85
SP	FLORINIA	69	0	0.00
SP	FRANCA	9622	24	0.25
SP	FRANCISCO MORATO	3706	25	0.67
SP	FRANCO DA ROCHA	2732	12	0.44
SP	GABRIEL MONTEIRO	57	0	0.00
SP	GALIA	114	0	0.00
SP	GARCA	782	4	0.51
SP	GASTAO VIDIGAL	85	2	2.35
SP	GAVIAO PEIXOTO	79	0	0.00
SP	GENERAL SALGADO	311	0	0.00
SP	GETULINA	128	0	0.00
SP	GLICERIO	92	0	0.00
SP	GUAICARA	167	0	0.00
SP	GUAIMBE	131	0	0.00
SP	GUAIRA	834	3	0.36
SP	GUAPIACU	248	0	0.00
SP	GUAPIARA	351	1	0.28
SP	GUARA	459	1	0.22
SP	GUARACAI	167	0	0.00
SP	GUARACI	141	1	0.71
SP	GUARANI D OESTE	44	0	0.00
SP	GUARANTA	114	1	0.88
SP	GUARARAPES	826	2	0.24
SP	GUARAREMA	631	4	0.63
SP	GUARATINGUETA	2442	3	0.12
SP	GUAREI	201	0	0.00
SP	GUARIBA	698	2	0.29
SP	GUARUJA	4829	31	0.64
SP	GUARULHOS	27614	148	0.54
SP	GUATAPARA	131	1	0.76
SP	GUULHOS	1	0	0.00
SP	GUZOLANDIA	98	0	0.00
SP	HERCULANDIA	150	2	1.33
SP	HOLAMBRA	286	1	0.35
SP	HORTOLANDIA	4497	23	0.51
SP	IACANGA	251	0	0.00
SP	IACRI	92	0	0.00
SP	IARAS	67	0	0.00
SP	IBATE	902	2	0.22
SP	IBIRA	131	0	0.00
SP	IBIRAREMA	129	0	0.00
SP	IBITINGA	1041	4	0.38
SP	IBIUNA	1702	6	0.35
SP	ICEM	165	0	0.00
SP	IEPE	173	0	0.00
SP	IGARACU DO TIETE	327	0	0.00
SP	IGARAPAVA	438	3	0.68
SP	IGARATA	250	0	0.00
SP	IGUAPE	744	4	0.54
SP	ILHA COMPRIDA	187	2	1.07
SP	ILHA SOLTEIRA	937	2	0.21
SP	ILHABELA	451	4	0.89
SP	INDAIATUBA	4332	15	0.35
SP	INDIANA	92	0	0.00
SP	INDIAPORA	70	0	0.00
SP	INUBIA PAULISTA	28	0	0.00
SP	IPAUSSU	243	0	0.00
SP	IPERO	500	2	0.40
SP	IPEUNA	165	0	0.00
SP	IPIGUA	68	0	0.00
SP	IPORANGA	93	1	1.08
SP	IPUA	423	2	0.47
SP	IRACEMAPOLIS	518	3	0.58
SP	IRAPUA	104	0	0.00
SP	IRAPURU	111	0	0.00
SP	ITABERA	545	0	0.00
SP	ITAI	469	0	0.00
SP	ITAJOBI	221	0	0.00
SP	ITAJU	76	0	0.00
SP	ITANHAEM	2337	12	0.51
SP	ITAOCA	65	0	0.00
SP	ITAPECERICA DA SERRA	3747	25	0.67
SP	ITAPETININGA	2747	8	0.29
SP	ITAPEVA	2731	5	0.18
SP	ITAPEVI	4335	21	0.48
SP	ITAPIRA	1623	3	0.18
SP	ITAPIRAPUA PAULISTA	94	0	0.00
SP	ITAPOLIS	911	1	0.11
SP	ITAPORANGA	363	1	0.28
SP	ITAPUI	158	0	0.00
SP	ITAPURA	97	1	1.03
SP	ITAQUAQUECETUBA	6814	36	0.53
SP	ITARARE	1212	3	0.25
SP	ITARIRI	198	2	1.01
SP	ITATIBA	2671	9	0.34
SP	ITATINGA	231	0	0.00
SP	ITIRAPINA	245	0	0.00
SP	ITIRAPUA	132	0	0.00
SP	ITOBI	133	1	0.75
SP	ITU	3344	11	0.33
SP	ITUPEVA	856	3	0.35
SP	ITUVERAVA	1015	1	0.10
SP	JABORANDI	166	0	0.00
SP	JABOTICABAL	1657	3	0.18
SP	JACAREI	6445	17	0.26
SP	JACI	110	0	0.00
SP	JACUPIRANGA	341	2	0.59
SP	JAGUARIUNA	811	3	0.37
SP	JALES	1128	3	0.27
SP	JAMBEIRO	106	1	0.94
SP	JANDIRA	2746	17	0.62
SP	JARDINOPOLIS	782	3	0.38
SP	JARINU	434	4	0.92
SP	JAU	2122	6	0.28
SP	JERIQUARA	41	0	0.00
SP	JOANOPOLIS	387	0	0.00
SP	JOAO RAMALHO	63	0	0.00
SP	JOSE BONIFACIO	657	2	0.30
SP	JULIO MESQUITA	57	0	0.00
SP	JUMIRIM	50	0	0.00
SP	JUNDIAI	7585	23	0.30
SP	JUNQUEIROPOLIS	314	0	0.00
SP	JUQUIA	404	1	0.25
SP	JUQUITIBA	723	5	0.69
SP	LAGOINHA	69	0	0.00
SP	LARANJAL PAULISTA	478	2	0.42
SP	LAVINIA	132	0	0.00
SP	LAVRINHAS	96	0	0.00
SP	LEME	2150	2	0.09
SP	LENCOIS PAULISTA	1259	2	0.16
SP	LIMEIRA	6751	20	0.30
SP	LINDOIA	140	1	0.71
SP	LINS	1547	5	0.32
SP	LORENA	1780	3	0.17
SP	LOURDES	64	0	0.00
SP	LOUVEIRA	762	1	0.13
SP	LUCELIA	254	0	0.00
SP	LUCIANOPOLIS	70	0	0.00
SP	LUIS ANTONIO	258	1	0.39
SP	LUIZIANIA	119	0	0.00
SP	LUPERCIO	64	0	0.00
SP	LUTECIA	59	0	0.00
SP	MACATUBA	450	0	0.00
SP	MACAUBAL	195	0	0.00
SP	MACEDONIA	72	0	0.00
SP	MAGDA	70	0	0.00
SP	MAIRINQUE	1160	0	0.00
SP	MAIRIPORA	1598	6	0.38
SP	MANDURI	142	0	0.00
SP	MARABA PAULISTA	41	0	0.00
SP	MARACAI	270	0	0.00
SP	MARAPOAMA	36	0	0.00
SP	MARIAPOLIS	23	0	0.00
SP	MARILIA	4657	8	0.17
SP	MARINOPOLIS	58	0	0.00
SP	MARTINOPOLIS	375	0	0.00
SP	MATAO	2031	3	0.15
SP	MAUA	8932	54	0.60
SP	MENDONCA	62	0	0.00
SP	MERIDIANO	103	0	0.00
SP	MESOPOLIS	51	0	0.00
SP	MIANDOPOLIS	1	0	0.00
SP	MIGUELOPOLIS	473	0	0.00
SP	MINEIROS DO TIETE	158	0	0.00
SP	MIRA ESTRELA	67	0	0.00
SP	MIRACATU	580	4	0.69
SP	MIRANDOPOLIS	609	2	0.33
SP	MIRANTE DO PARANAPANEMA	457	0	0.00
SP	MIRASSOL	1059	2	0.19
SP	MIRASSOLANDIA	38	0	0.00
SP	MOCOCA	1336	2	0.15
SP	MOGI DAS CRUES	1	0	0.00
SP	MOGI DAS CRUZES	9305	28	0.30
SP	MOGI GUACU	3098	5	0.16
SP	MOJI MIRIM	1970	4	0.20
SP	MOMBUCA	66	0	0.00
SP	MONCOES	42	1	2.38
SP	MONGAGUA	1059	1	0.09
SP	MONTE ALEGRE DO SUL	129	1	0.78
SP	MONTE ALTO	1004	0	0.00
SP	MONTE APRAZIVEL	334	0	0.00
SP	MONTE AZUL PAULISTA	377	1	0.27
SP	MONTE CASTELO	63	0	0.00
SP	MONTE MOR	1223	7	0.57
SP	MONTEIRO LOBATO	46	0	0.00
SP	MORRO AGUDO	567	1	0.18
SP	MORUNGABA	234	7	2.99
SP	MOTUCA	77	1	1.30
SP	MURUTINGA DO SUL	86	0	0.00
SP	NANTES	53	0	0.00
SP	NARANDIBA	85	0	0.00
SP	NATIVIDADE DA SERRA	64	1	1.56
SP	NAZARE PAULISTA	493	0	0.00
SP	NEVES PAULISTA	141	0	0.00
SP	NHANDEARA	209	0	0.00
SP	NIPOA	34	0	0.00
SP	NOVA ALIANCA	71	0	0.00
SP	NOVA CAMPINA	142	1	0.70
SP	NOVA CANAA PAULISTA	25	0	0.00
SP	NOVA CASTILHO	31	0	0.00
SP	NOVA EUROPA	185	0	0.00
SP	NOVA GRANADA	342	1	0.29
SP	NOVA GUATAPORANGA	13	0	0.00
SP	NOVA INDEPENDENCIA	47	0	0.00
SP	NOVA LUZITANIA	78	0	0.00
SP	NOVA ODESSA	1037	8	0.77
SP	NOVAIS	58	2	3.45
SP	NOVO HORIZONTE	715	0	0.00
SP	NUPORANGA	126	0	0.00
SP	OCAUCU	52	0	0.00
SP	OLEO	45	0	0.00
SP	OLIMPIA	967	5	0.52
SP	ONDA VERDE	38	0	0.00
SP	ORIENTE	100	0	0.00
SP	ORINDIUVA	102	0	0.00
SP	ORLANDIA	1297	3	0.23
SP	OSASCO	15636	89	0.57
SP	OSCAR BRESSANE	57	0	0.00
SP	OSVALDO CRUZ	513	1	0.19
SP	OURINHOS	2073	3	0.14
SP	OURO VERDE	91	0	0.00
SP	OUROESTE	139	0	0.00
SP	PACAEMBU	162	0	0.00
SP	PALESTINA	175	0	0.00
SP	PALMARES PAULISTA	104	1	0.96
SP	PALMEIRA D OESTE	305	0	0.00
SP	PALMITAL	467	0	0.00
SP	PANORAMA	196	1	0.51
SP	PARAGUACU PAULISTA	901	4	0.44
SP	PARAIBUNA	327	0	0.00
SP	PARAISO	78	0	0.00
SP	PARANAPANEMA	469	1	0.21
SP	PARANAPUA	74	0	0.00
SP	PARAPUA	127	0	0.00
SP	PARDINHO	72	0	0.00
SP	PARIQUERA-ACU	508	1	0.20
SP	PARISI	27	0	0.00
SP	PATROCINIO PAULISTA	279	1	0.36
SP	PAULICEIA	73	0	0.00
SP	PAULINIA	1511	3	0.20
SP	PAULISTANIA	36	0	0.00
SP	PAULO DE FARIA	174	0	0.00
SP	PEDERNEIRAS	983	3	0.31
SP	PEDRA BELA	122	0	0.00
SP	PEDRANOPOLIS	38	0	0.00
SP	PEDREGULHO	322	0	0.00
SP	PEDREIRA	880	3	0.34
SP	PEDRINHAS PAULISTA	55	1	1.82
SP	PEDRO DE TOLEDO	118	0	0.00
SP	PENAPOLIS	1353	2	0.15
SP	PEREIRA BARRETO	613	1	0.16
SP	PEREIRAS	120	0	0.00
SP	PERUIBE	1717	8	0.47
SP	PIACATU	130	1	0.77
SP	PIEDADE	1244	8	0.64
SP	PILAR DO SUL	926	1	0.11
SP	PINDAMONHANGABA	3232	9	0.28
SP	PINDORAMA	185	1	0.54
SP	PINHALZINHO	348	0	0.00
SP	PIQUEROBI	82	0	0.00
SP	PIQUETE	279	3	1.08
SP	PIRACAIA	661	2	0.30
SP	PIRACICABA	6927	27	0.39
SP	PIRAJU	746	1	0.13
SP	PIRAJUI	495	0	0.00
SP	PIRANGI	219	0	0.00
SP	PIRAPORA DO BOM JESUS	289	2	0.69
SP	PIRAPOZINHO	658	2	0.30
SP	PIRASSUNUNGA	1961	4	0.20
SP	PIRATININGA	167	0	0.00
SP	PITANGUEIRAS	869	1	0.12
SP	PLANALTO	71	0	0.00
SP	PLATINA	52	0	0.00
SP	POA	3113	16	0.51
SP	POLONI	61	0	0.00
SP	POMPEIA	346	1	0.29
SP	PONGAI	77	0	0.00
SP	PONTAL	799	1	0.13
SP	PONTALINDA	53	0	0.00
SP	PONTES GESTAL	53	0	0.00
SP	POPULINA	65	0	0.00
SP	PORANGABA	119	0	0.00
SP	PORTO FELIZ	1065	6	0.56
SP	PORTO FERREIRA	1748	4	0.23
SP	POTIM	307	2	0.65
SP	POTIRENDABA	252	1	0.40
SP	PRACINHA	22	0	0.00
SP	PRADOPOLIS	290	0	0.00
SP	PRAIA GRANDE	5215	24	0.46
SP	PRATANIA	53	0	0.00
SP	PRESDENTE PRUDENTE	1	0	0.00
SP	PRESIDENTE ALVES	80	0	0.00
SP	PRESIDENTE BERNARDES	228	0	0.00
SP	PRESIDENTE EPITACIO	1094	2	0.18
SP	PRESIDENTE PRUDENTE	4284	13	0.30
SP	PRESIDENTE VENCESLAU	936	0	0.00
SP	PROMISSAO	994	3	0.30
SP	QUADRA	44	0	0.00
SP	QUATA	315	0	0.00
SP	QUEIROZ	32	0	0.00
SP	QUELUZ	125	0	0.00
SP	QUINTANA	122	0	0.00
SP	RACATUBA	1	0	0.00
SP	RAFARD	180	0	0.00
SP	RANCHARIA	813	2	0.25
SP	RANCO DA ROCHA	1	0	0.00
SP	REDENCAO DA SERRA	41	0	0.00
SP	REGENTE FEIJO	337	0	0.00
SP	REGINOPOLIS	134	0	0.00
SP	REGISTRO	1591	8	0.50
SP	RESTINGA	86	0	0.00
SP	RIBEIRA	63	1	1.59
SP	RIBEIRAO BONITO	228	1	0.44
SP	RIBEIRAO BRANCO	302	2	0.66
SP	RIBEIRAO CORRENTE	77	1	1.30
SP	RIBEIRAO DO SUL	130	1	0.77
SP	RIBEIRAO DOS INDIOS	65	0	0.00
SP	RIBEIRAO GRANDE	139	0	0.00
SP	RIBEIRAO PIRES	3075	17	0.55
SP	RIBEIRAO PRETO	14918	39	0.26
SP	RIFAINA	25	0	0.00
SP	RINCAO	176	0	0.00
SP	RINOPOLIS	162	0	0.00
SP	RIO CLARO	4716	14	0.30
SP	RIO DAS PEDRAS	656	1	0.15
SP	RIO GRANDE DA SERRA	1197	2	0.17
SP	RIOLANDIA	149	1	0.67
SP	RIVERSUL	143	1	0.70
SP	ROSANA	612	0	0.00
SP	ROSEIRA	172	1	0.58
SP	RUBIACEA	37	0	0.00
SP	RUBINEIA	58	0	0.00
SP	S LOURENCO DA SERRA	1	0	0.00
SP	SABINO	109	0	0.00
SP	SAGRES	19	0	0.00
SP	SALES	63	0	0.00
SP	SALES OLIVEIRA	312	0	0.00
SP	SALESOPOLIS	377	0	0.00
SP	SALMOURAO	42	0	0.00
SP	SALTINHO	120	0	0.00
SP	SALTO	2899	12	0.41
SP	SALTO DE PIRAPORA	1082	9	0.83
SP	SALTO GRANDE	158	0	0.00
SP	SANDOVALINA	108	1	0.93
SP	SANTA ADELIA	154	0	0.00
SP	SANTA ALBERTINA	60	0	0.00
SP	SANTA BARBAR D OESTE	1	0	0.00
SP	SANTA BARBARA D OESTE	3554	9	0.25
SP	SANTA BRANCA	348	0	0.00
SP	SANTA CLARA D OESTE	55	0	0.00
SP	SANTA CRUZ DA CONCEICAO	109	0	0.00
SP	SANTA CRUZ DA ESPERANCA	50	0	0.00
SP	SANTA CRUZ DAS PALMEIRAS	660	1	0.15
SP	SANTA CRUZ DO RIO PARDO	799	0	0.00
SP	SANTA ERNESTINA	180	0	0.00
SP	SANTA FE DO SUL	557	3	0.54
SP	SANTA GERTRUDES	462	2	0.43
SP	SANTA ISABEL	1477	5	0.34
SP	SANTA LUCIA	151	0	0.00
SP	SANTA MARIA DA SERRA	90	0	0.00
SP	SANTA MERCEDES	23	0	0.00
SP	SANTA RITA D OESTE	37	0	0.00
SP	SANTA RITA DO PASSA QUATRO	722	1	0.14
SP	SANTA ROSA DE VITERBO	646	2	0.31
SP	SANTA SALETE	20	0	0.00
SP	SANTANA DA PONTE PENSA	44	0	0.00
SP	SANTANA DE PARNAIBA	2903	13	0.45
SP	SANTANDRE	1	0	0.00
SP	SANTO ANASTACIO	462	1	0.22
SP	SANTO ANDRE	15910	56	0.35
SP	SANTO ANTONIO DA ALEGRIA	137	0	0.00
SP	SANTO ANTONIO DE POSSE	322	1	0.31
SP	SANTO ANTONIO DO ARACANGUA	101	0	0.00
SP	SANTO ANTONIO DO JARDIM	146	1	0.68
SP	SANTO ANTONIO DO PINHAL	131	0	0.00
SP	SANTO EXPEDITO	43	0	0.00
SP	SANTOPOLIS DO AGUAPEI	79	0	0.00
SP	SANTOS	7897	20	0.25
SP	SAO BENTO DO SAPUCAI	271	1	0.37
SP	SAO BERNARDO DO CAMPO	19189	84	0.44
SP	SAO BERNARDO DOAMPO	1	0	0.00
SP	SAO CAETANO DO SUL	3203	12	0.37
SP	SAO CARLOS	9318	26	0.28
SP	SAO FRANCISCO	59	0	0.00
SP	SAO JOAO DA BOA VISTA	1715	5	0.29
SP	SAO JOAO DAS DUAS PONTES	39	0	0.00
SP	SAO JOAO DE IRACEMA	42	0	0.00
SP	SAO JOAO DO PAU D ALHO	54	0	0.00
SP	SAO JOAQUIM DA BARRA	1308	2	0.15
SP	SAO JOE DOS CAMPOS	1	0	0.00
SP	SAO JOSE DA BELA VISTA	66	0	0.00
SP	SAO JOSE DO BARREIRO	39	1	2.56
SP	SAO JOSE DO RIO PARDO	1217	2	0.16
SP	SAO JOSE DO RIO PRETO	8909	27	0.30
SP	SAO JOSE DOS CAMPOS	18761	61	0.33
SP	SAO LOURENCO DA SERRA	423	1	0.24
SP	SAO LUIS DO PARAITINGA	134	1	0.75
SP	SAO MANUEL	642	1	0.16
SP	SAO MIGUEL ARCANJO	831	4	0.48
SP	SAO PALO	3	0	0.00
SP	SAO PAULO	244953	1113	0.45
SP	SAO PAUO	1	0	0.00
SP	SAO PEDRO	536	1	0.19
SP	SAO PEDRO DO TURVO	106	0	0.00
SP	SAO ROQUE	1688	1	0.06
SP	SAO SEBASTIAO	1574	13	0.83
SP	SAO SEBASTIAO DA GRAMA	208	0	0.00
SP	SAO SIMAO	399	1	0.25
SP	SAO VICENTE	6425	32	0.50
SP	SARAPUI	197	1	0.51
SP	SARUTAIA	48	0	0.00
SP	SEBASTIANOPOLIS DO SUL	64	0	0.00
SP	SERRA AZUL	156	0	0.00
SP	SERRA NEGRA	611	1	0.16
SP	SERRANA	826	5	0.61
SP	SERTAOZINHO	3196	11	0.34
SP	SETE BARRAS	386	3	0.78
SP	SEVERINIA	253	3	1.19
SP	SILVEIRAS	74	0	0.00
SP	SO JOSE DOS CAMPOS	1	0	0.00
SP	SO PAULO	1	0	0.00
SP	SOCORRO	927	1	0.11
