uf	municipio	total	quantidade	percentual
RN	PORTALEGRE	326	101	30.98
RN	PORTO DO MANGUE	161	100	62.11
RN	PRESIDENTE JUSCELINO	195	114	58.46
RN	PUREZA	101	48	47.52
RN	RAFAEL FERNANDES	141	38	26.95
RN	RAFAEL GODEIRO	163	36	22.09
RN	RIACHO DA CRUZ	145	59	40.69
RN	RIACHO DE SANTANA	131	25	19.08
RN	RIACHUELO	213	118	55.40
RN	RIO DO FOGO	143	87	60.84
RN	RODOLFO FERNANDES	199	76	38.19
RN	RUY BARBOSA	130	82	63.08
RN	SANTA CRUZ	1528	612	40.05
RN	SANTA MARIA	134	82	61.19
RN	SANTANA DO MATOS	320	150	46.88
RN	SANTANA DO SERIDO	139	31	22.30
RN	SANTO ANTONIO	763	384	50.33
RN	SAO BENTO DO NORTE	36	19	52.78
RN	SAO BENTO DO TRAIRI	126	63	50.00
RN	SAO FERNANDO	165	27	16.36
RN	SAO FRANCISCO DO OESTE	156	39	25.00
RN	SAO GONCALO DO AARANTE	1	0	0.00
RN	SAO GONCALO DO AMARANTE	2915	1336	45.83
RN	SAO JOAO DO SABUGI	277	76	27.44
RN	SAO JOSE DE MIPIBU	1119	500	44.68
RN	SAO JOSE DO CAMPESTRE	333	216	64.86
RN	SAO JOSE DO SERIDO	222	76	34.23
RN	SAO MIGUEL	894	249	27.85
RN	SAO MIGUEL DO GOSTOSO	203	94	46.31
RN	SAO PAULO DO POTENGI	589	272	46.18
RN	SAO PEDRO	150	74	49.33
RN	SAO RAFAEL	218	87	39.91
RN	SAO TOME	287	137	47.74
RN	SAO VICENTE	111	31	27.93
RN	SENADOR ELOI DE SOUZA	199	103	51.76
RN	SENADOR GEORGINO AVELINO	98	48	48.98
RN	SERRA DE SAO BENTO	107	65	60.75
RN	SERRA DO MEL	314	173	55.10
RN	SERRA NEGRA DO NORTE	261	131	50.19
RN	SERRINHA	168	113	67.26
RN	SERRINHA DOS PINTOS	177	47	26.55
RN	SEVERIANO MELO	319	109	34.17
RN	SITIO NOVO	50	21	42.00
RN	TABOLEIRO GRANDE	99	27	27.27
RN	TAIPU	136	56	41.18
RN	TANGARA	449	228	50.78
RN	TENENTE ANANIAS	278	94	33.81
RN	TENENTE LAURENTINO CRUZ	149	59	39.60
RN	TIBAU	290	150	51.72
RN	TIBAU DO SUL	296	128	43.24
RN	TIMBAUBA DOS BATISTAS	92	25	27.17
RN	TOUROS	584	296	50.68
RN	TRIUNFO POTIGUAR	135	54	40.00
RN	UMARIZAL	516	163	31.59
RN	UPANEMA	461	219	47.51
RN	VARZEA	87	43	49.43
RN	VENHA-VER	71	16	22.54
RN	VERA CRUZ	415	167	40.24
RN	VICOSA	80	52	65.00
RN	VILA FLOR	87	38	43.68
RO	ALTA FLORESTA D OESTE	953	489	51.31
RO	ALTO ALEGRE DOS PARECIS	293	149	50.85
RO	ALTO PARAISO	251	119	47.41
RO	ALVORADA D OESTE	626	306	48.88
RO	ARIQUEMES	3747	1804	48.15
RO	BURITIS	920	453	49.24
RO	CABIXI	134	64	47.76
RO	CACAULANDIA	182	100	54.95
RO	CACOAL	6001	2905	48.41
RO	CAMPO NOVO DE RONDONIA	115	62	53.91
RO	CANDEIAS DO JAMARI	734	439	59.81
RO	CASTANHEIRAS	158	85	53.80
RO	CEREJEIRAS	529	235	44.42
RO	CHUPINGUAIA	152	93	61.18
RO	COLORADO DO OESTE	494	221	44.74
RO	CORUMBIARA	193	113	58.55
RO	COSTA MARQUES	262	149	56.87
RO	CUJUBIM	174	112	64.37
RO	ESPIGAO D OESTE	1117	496	44.40
RO	GOVERNADOR JORGE TEIXEIRA	167	91	54.49
RO	GUAJARA-MIRIM	2614	1656	63.35
RO	ITAPUA DO OESTE	235	149	63.40
RO	JARU	1568	795	50.70
RO	JI-PARANA	5195	2596	49.97
RO	MACHADINHO D OESTE	786	432	54.96
RO	MINISTRO ANDREAZZA	414	195	47.10
RO	MIRANTE DA SERRA	385	183	47.53
RO	MONTE NEGRO	437	233	53.32
RO	NOV BRASILANDIA D OESTE	1	0	0.00
RO	NOVA BRASILANDIA D OESTE	718	339	47.21
RO	NOVA MAMORE	490	294	60.00
RO	NOVA UNIAO	183	101	55.19
RO	NOVO HORIZONTE DO OESTE	376	173	46.01
RO	OURO PRETO DO OESTE	1628	769	47.24
RO	PARECIS	101	42	41.58
RO	PIMENTA BUENO	1738	873	50.23
RO	PIMENTEIRAS DO OESTE	49	23	46.94
RO	PORTO VELHO	24064	13587	56.46
RO	PRESIDENTE MEDICI	1307	575	43.99
RO	PRIMAVERA DE RONDONIA	78	39	50.00
RO	RIO CRESPO	74	33	44.59
RO	ROLIM DE MOURA	3465	1660	47.91
RO	SANTA LUZIA D OESTE	307	153	49.84
RO	SAO FELIPE D OESTE	245	129	52.65
RO	SAO FRANCISCO DO GUAPORE	379	186	49.08
RO	SAO MIGUEL DO GUAPORE	743	381	51.28
RO	SERINGUEIRAS	283	147	51.94
RO	TEIXEIROPOLIS	224	136	60.71
RO	THEOBROMA	185	107	57.84
RO	URUPA	437	231	52.86
RO	VALE DO ANARI	110	43	39.09
RO	VALE DO PARAISO	419	234	55.85
RO	VILHENA	3284	1467	44.67
RR	ALTO ALEGRE	245	161	65.71
RR	AMAJARI	42	28	66.67
RR	BOA VISTA	13560	8780	64.75
RR	BONFIM	90	57	63.33
RR	CANTA	109	86	78.90
RR	CARACARAI	186	119	63.98
RR	CAROEBE	99	71	71.72
RR	IRACEMA	64	45	70.31
RR	MUCAJAI	189	131	69.31
RR	NORMANDIA	26	20	76.92
RR	PACARAIMA	69	41	59.42
RR	RORAINOPOLIS	202	119	58.91
RR	SAO JOAO DA BALIZA	78	56	71.79
RR	SAO LUIZ	75	51	68.00
RR	UIRAMUTA	11	5	45.45
RS	ACEGUA	92	12	13.04
RS	AGUA SANTA	90	4	4.44
RS	AGUDO	402	26	6.47
RS	AJURICABA	238	16	6.72
RS	ALECRIM	175	7	4.00
RS	ALEGRETE	3709	586	15.80
RS	ALEGRIA	77	7	9.09
RS	ALMIRANTE TAMANDARE DO SUL	50	5	10.00
RS	ALPESTRE	140	15	10.71
RS	ALTO ALEGRE	85	2	2.35
RS	ALTO FELIZ	65	1	1.54
RS	ALVORADA	5591	597	10.68
RS	AMARAL FERRADOR	173	9	5.20
RS	AMETISTA DO SUL	141	23	16.31
RS	ANDRE DA ROCHA	32	6	18.75
RS	ANTA GORDA	106	1	0.94
RS	ANTA ROSA	1	0	0.00
RS	ANTONIO PRADO	232	8	3.45
RS	ARAMBARE	80	6	7.50
RS	ARARICA	131	8	6.11
RS	ARATIBA	184	9	4.89
RS	ARROIO DO MEIO	258	14	5.43
RS	ARROIO DO PADRE	70	2	2.86
RS	ARROIO DO SAL	260	26	10.00
RS	ARROIO DO TIGRE	246	16	6.50
RS	ARROIO DOS RATOS	299	18	6.02
RS	ARROIO GRANDE	988	79	8.00
RS	ARVOREZINHA	234	10	4.27
RS	AUGUSTO PESTANA	176	14	7.95
RS	AUREA	127	9	7.09
RS	BAGE	6601	850	12.88
RS	BALNEARIO PINHAL	256	19	7.42
RS	BARAO	148	7	4.73
RS	BARAO DE COTEGIPE	204	6	2.94
RS	BARAO DO TRIUNFO	207	2	0.97
RS	BARRA DO GUARITA	103	4	3.88
RS	BARRA DO QUARAI	183	36	19.67
RS	BARRA DO RIBEIRO	260	24	9.23
RS	BARRA DO RIO AZUL	57	3	5.26
RS	BARRA FUNDA	130	19	14.62
RS	BARRACAO	154	19	12.34
RS	BARROS CASSAL	153	14	9.15
RS	BENJAMIN CONSTANT DO SUL	50	1	2.00
RS	BENTO GONCALVES	2261	199	8.80
RS	BLNEARIO PINHAL	1	0	0.00
RS	BOA VISTA DAS MISSOES	54	8	14.81
RS	BOA VISTA DO BURICA	195	14	7.18
RS	BOA VISTA DO CADEADO	27	1	3.70
RS	BOA VISTA DO INCRA	47	1	2.13
RS	BOA VISTA DO SUL	23	1	4.35
RS	BOM JESUS	171	28	16.37
RS	BOM PRINCIPIO	255	7	2.75
RS	BOM PROGRESSO	56	4	7.14
RS	BOM RETIRO DO SUL	237	18	7.59
RS	BOQUEIRAO DO LEAO	191	11	5.76
RS	BOSSOROCA	202	33	16.34
RS	BOZANO	62	8	12.90
RS	BRAGA	122	16	13.11
RS	BROCHIER	91	1	1.10
RS	BUTIA	703	60	8.53
RS	CACAPAVA DO SUL	1676	80	4.77
RS	CACEQUI	160	7	4.38
RS	CACHOEIR DO SUL	1	0	0.00
RS	CACHOEIRA DO SUL	2390	170	7.11
RS	CACHOEIRINHA	3989	344	8.62
RS	CACIQUE DOBLE	110	9	8.18
RS	CAIBATE	131	14	10.69
RS	CAICARA	156	11	7.05
RS	CAMAQUA	2796	180	6.44
RS	CAMARGO	69	2	2.90
RS	CAMBARA DO SUL	119	4	3.36
RS	CAMPESTRE DA SERRA	95	9	9.47
RS	CAMPINA DAS MISSOES	186	7	3.76
RS	CAMPINAS DO SUL	169	11	6.51
RS	CAMPO BOM	1398	108	7.73
RS	CAMPO NOVO	84	9	10.71
RS	CAMPOS BORGES	88	2	2.27
RS	CANDELARIA	511	35	6.85
RS	CANDIDO GODOI	231	5	2.16
RS	CANDIOTA	458	46	10.04
RS	CANELA	597	75	12.56
RS	CANGUCU	2146	72	3.36
RS	CANOAS	9622	832	8.65
RS	CANUDOS DO VALE	19	1	5.26
RS	CAPAO BONITO DO SUL	55	1	1.82
RS	CAPAO DA CANOA	1258	73	5.80
RS	CAPAO DO CIPO	84	3	3.57
RS	CAPAO DO LEAO	1325	88	6.64
RS	CAPAODA CANOA	1	0	0.00
RS	CAPELA DE SANTANA	176	18	10.23
RS	CAPITAO	34	1	2.94
RS	CAPIVARI DO SUL	111	7	6.31
RS	CARAA	72	5	6.94
RS	CARAZINHO	1674	156	9.32
RS	CARLOS BARBOSA	590	36	6.10
RS	CARLOS GOMES	51	1	1.96
RS	CASCA	281	21	7.47
RS	CASEIROS	100	6	6.00
RS	CATUIPE	270	34	12.59
RS	CAXIAS DO SUL	8333	1022	12.26
RS	CENTENARIO	79	2	2.53
RS	CERRITO	163	14	8.59
RS	CERRO BRANCO	109	5	4.59
RS	CERRO GRANDE	51	2	3.92
RS	CERRO GRANDE DO SUL	428	42	9.81
RS	CERRO LARGO	730	109	14.93
RS	CHAPADA	290	33	11.38
RS	CHARQUEADAS	1138	84	7.38
RS	CHARRUA	45	1	2.22
RS	CHIAPETTA	123	12	9.76
RS	CHUI	137	9	6.57
RS	CHUVISCA	105	1	0.95
RS	CIDREIRA	286	29	10.14
RS	CIRIACO	161	15	9.32
RS	COLINAS	20	1	5.00
RS	COLORADO	65	3	4.62
RS	CONDOR	235	47	20.00
RS	CONSTANTINA	369	40	10.84
RS	COQUEIRO BAIXO	19	0	0.00
RS	COQUEIROS DO SUL	40	0	0.00
RS	CORONEL BARROS	93	11	11.83
RS	CORONEL BICACO	138	23	16.67
RS	CORONEL PILAR	16	0	0.00
RS	COTIPORA	75	1	1.33
RS	COXILHA	42	3	7.14
RS	CRISSIUMAL	354	14	3.95
RS	CRISTAL	231	8	3.46
RS	CRISTAL DO SUL	80	9	11.25
RS	CRUZ ALTA	2181	185	8.48
RS	CRUZALTENSE	64	2	3.13
RS	CRUZEIRO DO SUL	120	7	5.83
RS	DAVID CANABARRO	183	11	6.01
RS	DERRUBADAS	70	5	7.14
RS	DEZESSEIS DE NOVEMBRO	71	7	9.86
RS	DILERMANDO DE AGUIAR	40	1	2.50
RS	DOIS IRMAOS	605	30	4.96
RS	DOIS IRMAOS DAS MISSOES	26	7	26.92
RS	DOIS LAJEADOS	81	2	2.47
RS	DOM FELICIANO	348	15	4.31
RS	DOM PEDRITO	2243	162	7.22
RS	DOM PEDRO DE ALCANTARA	73	0	0.00
RS	DONA FRANCISCA	65	5	7.69
RS	DOUTOR MAURICIO CARDOSO	137	16	11.68
RS	DOUTOR RICARDO	41	3	7.32
RS	ELDORADO DO SUL	1069	109	10.20
RS	ENCANTADO	501	40	7.98
RS	ENCRUZILHADA DO SUL	893	85	9.52
RS	ENGENHO VELHO	71	1	1.41
RS	ENTRE RIOS DO SUL	99	9	9.09
RS	ENTRE-IJUIS	228	40	17.54
RS	EREBANGO	89	8	8.99
RS	ERECHIM	4148	445	10.73
RS	ERNESTINA	81	8	9.88
RS	ERVAL GRANDE	92	12	13.04
RS	ERVAL SECO	181	21	11.60
RS	ESMERALDA	64	2	3.13
RS	ESPERANCA DO SUL	38	2	5.26
RS	ESPUMOSO	429	42	9.79
RS	ESTACAO	210	12	5.71
RS	ESTANCIA VELHA	788	63	7.99
RS	ESTEIO	3003	225	7.49
RS	ESTRELA	577	37	6.41
RS	ESTRELA VELHA	68	1	1.47
RS	EUGENIO DE CASTRO	38	4	10.53
RS	FAGUNDES VARELA	47	1	2.13
RS	FARROUPILHA	1207	123	10.19
RS	FAXINAL DO SOTURNO	180	17	9.44
RS	FAXINALZINHO	80	5	6.25
RS	FAZENDA VILANOVA	61	6	9.84
RS	FELIZ	352	10	2.84
RS	FLORES DA CUNHA	488	37	7.58
RS	FLORIANO PEIXOTO	36	3	8.33
RS	FONTOURA XAVIER	227	14	6.17
RS	FORMIGUEIRO	209	8	3.83
RS	FORQUETINHA	18	1	5.56
RS	FORTALEZA DOS VALOS	88	6	6.82
RS	FREDERICO WESTPHALEN	1069	110	10.29
RS	GARIBALDI	713	30	4.21
RS	GARRUCHOS	74	10	13.51
RS	GAURAMA	169	11	6.51
RS	GENERAL CAMARA	314	24	7.64
RS	GENTIL	50	2	4.00
RS	GETULIO VARGAS	500	48	9.60
RS	GIRUA	541	106	19.59
RS	GLORINHA	101	6	5.94
RS	GRAMADO	450	34	7.56
RS	GRAMADO DOS LOUREIROS	40	1	2.50
RS	GRAMADO XAVIER	73	10	13.70
RS	GRAVATAI	7039	587	8.34
RS	GUABIJU	49	4	8.16
RS	GUAIBA	3349	278	8.30
RS	GUAPORE	563	36	6.39
RS	GUARANI DAS MISSOES	275	23	8.36
RS	HARMONIA	90	3	3.33
RS	HERVAL	207	14	6.76
RS	HERVEIRAS	63	9	14.29
RS	HORIZONTINA	428	46	10.75
RS	HULHA NEGRA	190	30	15.79
RS	HUMAITA	122	13	10.66
RS	IBARAMA	173	9	5.20
RS	IBIACA	112	8	7.14
RS	IBIRAIARAS	219	18	8.22
RS	IBIRAPUITA	98	8	8.16
RS	IBIRUBA	448	46	10.27
RS	IGREJINHA	574	68	11.85
RS	IJUI	2908	395	13.58
RS	ILOPOLIS	122	8	6.56
RS	IMBE	679	33	4.86
RS	IMIGRANTE	34	3	8.82
RS	INDEPENDENCIA	212	19	8.96
RS	INHACORA	53	19	35.85
RS	IPE	105	4	3.81
RS	IPIRANGA DO SUL	64	3	4.69
RS	IRAI	119	15	12.61
RS	ITAARA	105	14	13.33
RS	ITACURUBI	93	10	10.75
RS	ITAPUCA	34	4	11.76
RS	ITAQUI	2293	427	18.62
RS	ITATI	102	4	3.92
RS	ITATIBA DO SUL	96	12	12.50
RS	IUI	1	1	100.00
RS	IVORA	47	4	8.51
RS	IVOTI	495	39	7.88
RS	JABOTICABA	92	16	17.39
RS	JACUIZINHO	46	5	10.87
RS	JACUTINGA	130	9	6.92
RS	JAGUARAO	1757	106	6.03
RS	JAGUARI	380	26	6.84
RS	JAQUIRANA	31	1	3.23
RS	JARI	79	4	5.06
RS	JOIA	224	27	12.05
RS	JULIO DE CASTIHOS	1	0	0.00
RS	JULIO DE CASTILHOS	483	37	7.66
RS	LAGOA BONITA DO SUL	73	4	5.48
RS	LAGOA DOS TRES CANTOS	61	0	0.00
RS	LAGOA VERMELHA	670	76	11.34
RS	LAGOAO	103	2	1.94
RS	LAJEADO	1014	60	5.92
RS	LAJEADO DO BUGRE	51	9	17.65
RS	LAVRAS  SUL	1	0	0.00
RS	LAVRAS DO SUL	254	12	4.72
RS	LIBERATO SALZANO	148	11	7.43
RS	LINDOLFO COLLOR	106	7	6.60
RS	LINHA NOVA	37	1	2.70
RS	MACAMBARA	195	28	14.36
RS	MACHADINHO	139	13	9.35
RS	MAMPITUBA	61	2	3.28
RS	MANOEL VIANA	285	40	14.04
RS	MAQUINE	200	16	8.00
RS	MARATA	44	0	0.00
RS	MARAU	1210	121	10.00
RS	MARCELINO RAMOS	157	24	15.29
RS	MARIANA PIMENTEL	113	5	4.42
RS	MARIANO MORO	38	0	0.00
RS	MARQUES DE SOUZA	33	0	0.00
RS	MATA	117	9	7.69
RS	MATO CASTELHANO	60	1	1.67
RS	MATO LEITAO	69	3	4.35
RS	MATO QUEIMADO	42	1	2.38
RS	MAXIMILIANO DE ALMEIDA	196	31	15.82
RS	MINAS DO LEAO	171	14	8.19
RS	MIRAGUAI	130	14	10.77
RS	MONTAURI	60	0	0.00
RS	MONTE ALEGRE DOS CAMPOS	32	8	25.00
RS	MONTE BELO DO SUL	53	0	0.00
RS	MONTENEGRO	1621	98	6.05
RS	MORMACO	55	5	9.09
RS	MORRINHOS DO SUL	139	6	4.32
RS	MORRO REDONDO	228	5	2.19
RS	MORRO REUTER	99	5	5.05
RS	MOSTARDAS	498	40	8.03
RS	MUCUM	69	4	5.80
RS	MUITOS CAPOES	31	0	0.00
RS	MULITERN	1	0	0.00
RS	MULITERNO	87	7	8.05
RS	NAO-ME-TOQUE	387	24	6.20
RS	NICOLAU VERGUEIRO	51	4	7.84
RS	NONOAI	239	24	10.04
RS	NOVA ALVORADA	82	5	6.10
RS	NOVA ARACA	100	4	4.00
RS	NOVA BASSANO	175	10	5.71
RS	NOVA BOA VISTA	49	2	4.08
RS	NOVA BRESCIA	58	2	3.45
RS	NOVA CANDELARIA	56	2	3.57
RS	NOVA ESPERANCA DO SUL	124	12	9.68
RS	NOVA HARTZ	333	37	11.11
RS	NOVA PADUA	29	0	0.00
RS	NOVA PALMA	135	9	6.67
RS	NOVA PETROPOLIS	476	29	6.09
RS	NOVA PRATA	800	85	10.63
RS	NOVA RAMADA	86	3	3.49
RS	NOVA ROMA DO SUL	75	3	4.00
RS	NOVA SANTA RITA	577	56	9.71
RS	NOVO BARREIRO	116	27	23.28
RS	NOVO CABRAIS	77	1	1.30
RS	NOVO HAMBURGO	4838	280	5.79
RS	NOVO MACHADO	106	8	7.55
RS	NOVO TIRADENTES	51	7	13.73
RS	NOVO XINGU	58	1	1.72
RS	OSORIO	1299	66	5.08
RS	PAIM FILHO	182	11	6.04
RS	PALMARES DO SUL	234	27	11.54
RS	PALMEIRA DAS MISSOES	1036	156	15.06
RS	PALMITINHO	249	34	13.65
RS	PANAMBI	1431	198	13.84
RS	PANTANO GRANDE	281	29	10.32
RS	PARAI	245	5	2.04
RS	PARAISO DO SUL	140	10	7.14
RS	PARECI NOVO	64	3	4.69
RS	PAROBE	1128	94	8.33
RS	PASSA SETE	105	7	6.67
RS	PASSO DO SOBRADO	138	4	2.90
RS	PASSO FUNDO	4733	553	11.68
RS	PAULO BENTO	57	1	1.75
RS	PAVERAMA	137	2	1.46
RS	PEDRAS ALTAS	115	27	23.48
RS	PEDRO OSORIO	319	29	9.09
RS	PEJUCARA	114	10	8.77
RS	PELOTAS	24626	1837	7.46
RS	PICADA CAFE	100	10	10.00
RS	PINHAL	85	13	15.29
RS	PINHAL DA SERRA	105	20	19.05
RS	PINHAL GRANDE	84	2	2.38
RS	PINHEIRINHO DO VALE	134	13	9.70
RS	PINHEIRO MACHADO	619	61	9.85
RS	PIRAPO	43	5	11.63
RS	PIRATINI	846	53	6.26
RS	PLANALTO	202	16	7.92
RS	POCO DAS ANTAS	23	0	0.00
RS	PONTAO	128	8	6.25
RS	PONTE PRETA	43	0	0.00
RS	PORTAO	544	25	4.60
RS	PORTO ALEGRE	44782	4225	9.43
RS	PORTO LUCENA	81	6	7.41
RS	PORTO MAUA	99	13	13.13
RS	PORTO VERA CRUZ	55	1	1.82
RS	PORTO XAVIER	364	95	26.10
RS	POUSO NOVO	61	5	8.20
RS	PRESIDENTE LUCENA	48	3	6.25
RS	PROGRESSO	106	5	4.72
RS	PROTASIO ALVES	74	6	8.11
RS	PUTINGA	100	1	1.00
RS	QUARAI	490	48	9.80
RS	QUATRO IRMAOS	31	8	25.81
RS	QUEVEDOS	35	1	2.86
RS	QUINZE DE NOVEMBRO	77	3	3.90
RS	REDENTORA	165	13	7.88
RS	RELVADO	38	0	0.00
RS	RESTINGA SECA	456	25	5.48
RS	RIO DOS INDIOS	46	5	10.87
RS	RIO GRANDE	19380	2128	10.98
RS	RIO PARDO	918	84	9.15
RS	RIOZINHO	50	4	8.00
RS	ROCA SALES	117	9	7.69
RS	RODEIO BONITO	176	14	7.95
RS	ROLADOR	75	6	8.00
RS	ROLANTE	333	30	9.01
RS	RONDA ALTA	335	49	14.63
RS	RONDINHA	148	13	8.78
RS	ROQUE GONZALES	197	23	11.68
RS	ROSARIO DO SUL	789	76	9.63
RS	SAGRADA FAMILIA	89	25	28.09
RS	SALDANHA MARINHO	86	10	11.63
RS	SALTO DO JACUI	282	33	11.70
RS	SALVADOR DAS MISSOES	117	4	3.42
RS	SALVADOR DO SUL	172	8	4.65
RS	SANANDUVA	539	33	6.12
RS	SANT ANA DO LIVRAMENTO	5354	447	8.35
RS	SANTA BARBARA DO SUL	195	24	12.31
RS	SANTA CECILIA DO SUL	36	2	5.56
RS	SANTA CLARA DO SUL	70	1	1.43
RS	SANTA CRUZ DO SUL	3280	269	8.20
RS	SANTA MARGARIDA DO SUL	25	2	8.00
RS	SANTA MARIA	11674	1060	9.08
RS	SANTA MARIA DO HERVAL	104	3	2.88
RS	SANTA ROSA	2193	243	11.08
RS	SANTA TEREZA	25	0	0.00
RS	SANTA VITORIA D PALMAR	1	0	0.00
RS	SANTA VITORIA DO PALMAR	2273	167	7.35
RS	SANTANA DA BOA VISTA	159	14	8.81
RS	SANTIAGO	2062	259	12.56
RS	SANTO ANGELO	3179	456	14.34
RS	SANTO ANTONIO DA PATRULHA	748	46	6.15
RS	SANTO ANTONIO DAS MISSOES	347	56	16.14
RS	SANTO ANTONIO DO PALMA	60	3	5.00
RS	SANTO ANTONIO DO PLANALTO	63	5	7.94
RS	SANTO AUGUSTO	342	43	12.57
RS	SANTO CRISTO	345	14	4.06
RS	SANTO EXPEDITO DO SUL	106	3	2.83
RS	SAO BORJA	3259	440	13.50
RS	SAO DOMINGOS DO SUL	137	5	3.65
RS	SAO FRANCISCO DE ASSIS	492	28	5.69
RS	SAO FRANCISCO DE PAULA	201	15	7.46
RS	SAO GABRIEL	2185	210	9.61
RS	SAO JERONIMO	645	32	4.96
RS	SAO JOAO DA URTIGA	196	4	2.04
RS	SAO JOAO DO POLESINE	64	6	9.38
RS	SAO JORGE	155	2	1.29
RS	SAO JOSE DAS MISSOES	96	6	6.25
RS	SAO JOSE DO HERVAL	29	0	0.00
RS	SAO JOSE DO HORTENCIO	84	1	1.19
RS	SAO JOSE DO INHACORA	46	3	6.52
RS	SAO JOSE DO NORTE	1399	182	13.01
RS	SAO JOSE DO OURO	249	16	6.43
RS	SAO JOSE DO SUL	28	1	3.57
RS	SAO JOSE DOS AUSENTES	76	6	7.89
RS	SAO LEOPOLDO	5591	481	8.60
RS	SAO LOURENCO DO SUL	2003	75	3.74
RS	SAO LUIZ GONZAGA	1322	143	10.82
RS	SAO MARCOS	429	32	7.46
RS	SAO MARTINHO	138	4	2.90
RS	SAO MARTINHO DA SERRA	34	1	2.94
RS	SAO MIGUEL DAS MISSOES	199	17	8.54
RS	SAO NICOLAU	138	22	15.94
RS	SAO PAULO  MISSOES	1	0	0.00
RS	SAO PAULO DAS MISSOES	189	22	11.64
RS	SAO PEDRO DA SERRA	99	3	3.03
RS	SAO PEDRO DAS MISSOES	44	7	15.91
RS	SAO PEDRO DO BUTIA	133	4	3.01
RS	SAO PEDRO DO SUL	394	24	6.09
RS	SAO SEBASTIAO DO CAI	420	25	5.95
RS	SAO SEPE	685	44	6.42
RS	SAO VALENTIM	115	7	6.09
RS	SAO VALENTIM DO SUL	40	0	0.00
RS	SAO VALERIO DO SUL	46	0	0.00
RS	SAO VENDELINO	61	1	1.64
RS	SAO VICENTE DO SUL	237	24	10.13
RS	SAPIRANGA	2845	303	10.65
RS	SAPUCAIA DO SUL	3678	311	8.46
RS	SARANDI	867	123	14.19
RS	SEBERI	248	14	5.65
RS	SEDE NOVA	63	10	15.87
RS	SEGREDO	133	8	6.02
RS	SELBACH	155	13	8.39
RS	SENADOR SALGADO FILHO	56	3	5.36
RS	SENTINELA DO SUL	116	5	4.31
RS	SERAFINA CORREA	429	23	5.36
RS	SERIO	18	1	5.56
RS	SERTAO	176	12	6.82
RS	SERTAO SANTANA	226	11	4.87
RS	SETE DE SETEMBRO	69	1	1.45
RS	SEVERIANO DE ALMEIDA	155	3	1.94
RS	SILVEIRA MARTINS	80	9	11.25
RS	SINIMBU	129	19	14.73
RS	SOBRADINHO	406	52	12.81
RS	SOLEDADE	936	93	9.94
RS	TABAI	98	5	5.10
RS	TAPEJARA	701	72	10.27
RS	TAPERA	340	25	7.35
RS	TAPES	413	35	8.47
RS	TAQUARA	950	78	8.21
RS	TAQUARI	720	28	3.89
RS	TAQUARUCU DO SUL	87	7	8.05
RS	TAVARES	173	18	10.40
RS	TENENTE PORTELA	410	45	10.98
RS	TERRA DE AREIA	353	17	4.82
RS	TEUTONIA	618	32	5.18
RS	TIO HUGO	57	12	21.05
RS	TIRADENTES DO SUL	87	3	3.45
RS	TOROPI	50	0	0.00
RS	TORRES	1405	99	7.05
RS	TRAMANDAI	1401	94	6.71
RS	TRAVESSEIRO	20	2	10.00
RS	TRES ARROIOS	73	0	0.00
RS	TRES CACHOEIRAS	409	15	3.67
RS	TRES COROAS	479	67	13.99
RS	TRES DE MAIO	747	69	9.24
RS	TRES FORQUILHAS	97	4	4.12
RS	TRES PALMEIRAS	122	12	9.84
RS	TRES PASSOS	651	44	6.76
RS	TRINDADE DO SUL	93	12	12.90
RS	TRIUNFO	484	26	5.37
RS	TUCUNDUVA	166	9	5.42
RS	TUNAS	60	7	11.67
RS	TUPANCI DO SUL	52	2	3.85
RS	TUPANCIRETA	550	41	7.45
RS	TUPANDI	63	3	4.76
RS	TUPARENDI	282	10	3.55
RS	TURUCU	140	4	2.86
RS	UBIRETAMA	70	1	1.43
RS	UNIAO DA SERRA	45	0	0.00
RS	UNISTALDA	96	9	9.38
RS	URUGUAIANA	5985	923	15.42
RS	VACARIA	1441	215	14.92
RS	VALE DO SOL	138	8	5.80
RS	VALE REAL	127	8	6.30
RS	VALE VERDE	68	4	5.88
RS	VANINI	78	4	5.13
RS	VENANCIO AIRES	1793	86	4.80
RS	VENANIO AIRES	1	0	0.00
RS	VENNCIO AIRES	1	0	0.00
RS	VERA CRUZ	476	31	6.51
RS	VERANOPOLIS	707	68	9.62
RS	VESPASIANO CORREA	14	0	0.00
RS	VIADUTOS	170	11	6.47
RS	VIAMAO	7379	857	11.61
RS	VICENTE DUTRA	78	11	14.10
RS	VICTOR GRAEFF	102	10	9.80
RS	VILA FLORES	84	5	5.95
RS	VILA LANGARO	60	1	1.67
RS	VILA MARIA	94	4	4.26
RS	VILA NOVA DO SUL	79	4	5.06
RS	VISTA ALEGRE	61	3	4.92
RS	VISTA ALEGRE DO PRATA	23	1	4.35
RS	VISTA GAUCHA	84	4	4.76
RS	VITORIA DAS MISSOES	71	6	8.45
RS	WESTFALIA	35	0	0.00
RS	XANGRI-LA	290	21	7.24
SC	ABDON BATISTA	43	1	2.33
SC	ABELARDO LUZ	499	92	18.44
SC	AGROLANDIA	92	6	6.52
SC	AGRONOMICA	87	0	0.00
SC	AGUA DOCE	106	5	4.72
SC	AGUAS DE CHAPECO	92	16	17.39
SC	AGUAS FRIAS	85	12	14.12
SC	AGUAS MORNAS	91	7	7.69
