uf	municipio	total	quantidade	percentual
CE	CARIUS	483	3	0.62
CE	CARNAUBAL	470	9	1.91
CE	CASCAVEL	2561	44	1.72
CE	CATARINA	246	4	1.63
CE	CATUNDA	200	8	4.00
CE	CAUCAIA	11672	396	3.39
CE	CEDRO	967	15	1.55
CE	CHAVAL	525	9	1.71
CE	CHORO	377	19	5.04
CE	CHOROZINHO	447	2	0.45
CE	COREAU	841	11	1.31
CE	CRATEUS	2690	42	1.56
CE	CRATO	6636	289	4.36
CE	CROATA	431	4	0.93
CE	CRUZ	768	29	3.78
CE	DEPUTADO IRAPUAN PINHEIRO	297	4	1.35
CE	ERERE	175	0	0.00
CE	EUSEBIO	1489	50	3.36
CE	FARIAS BRITO	1131	18	1.59
CE	FORQUILHA	766	16	2.09
CE	FORTALEA	2	0	0.00
CE	FORTALEZA	126563	4134	3.27
CE	FORTEZA	1	0	0.00
CE	FORTIM	492	6	1.22
CE	FRECHEIRINHA	274	5	1.82
CE	GENERAL SAMPAIO	199	1	0.50
CE	GRACA	434	3	0.69
CE	GRANJA	1154	22	1.91
CE	GRANJEIRO	214	6	2.80
CE	GROAIRAS	356	5	1.40
CE	GUAIUBA	468	7	1.50
CE	GUARACIABA DO NORTE	1190	20	1.68
CE	GUARAMIRANGA	274	3	1.09
CE	HIDROLANDIA	464	12	2.59
CE	HORIZONTE	2019	50	2.48
CE	IBARETAMA	416	10	2.40
CE	IBIAPINA	818	28	3.42
CE	IBICUITINGA	437	10	2.29
CE	ICAPUI	1091	24	2.20
CE	ICO	1806	25	1.38
CE	IGUATU	4713	101	2.14
CE	INDEPENDENCIA	981	8	0.82
CE	IPAPORANGA	252	8	3.17
CE	IPAUMIRIM	485	8	1.65
CE	IPU	1365	20	1.47
CE	IPUEIRAS	1204	31	2.57
CE	IRACEMA	427	5	1.17
CE	IRAUCUBA	761	13	1.71
CE	ITAICABA	310	7	2.26
CE	ITAITINGA	837	19	2.27
CE	ITAPAGE	1629	43	2.64
CE	ITAPIPOCA	4096	67	1.64
CE	ITAPIUNA	775	28	3.61
CE	ITAREMA	1080	22	2.04
CE	ITATIRA	472	6	1.27
CE	JAGUARETAMA	545	5	0.92
CE	JAGUARIBARA	276	2	0.72
CE	JAGUARIBE	1335	23	1.72
CE	JAGUARUANA	1464	27	1.84
CE	JARDIM	1040	17	1.63
CE	JATI	297	5	1.68
CE	JIJOCA DE JERICOACOARA	576	10	1.74
CE	JUAZEIRO DO NORTE	12734	419	3.29
CE	JUAZEIRO DO ORTE	1	0	0.00
CE	JUCAS	643	11	1.71
CE	LAVRAS DA MANGABEIRA	1131	32	2.83
CE	LIMOEIRO DO NORTE	3012	102	3.39
CE	MADALENA	492	7	1.42
CE	MARACANAU	9105	289	3.17
CE	MARANGUAPE	3315	80	2.41
CE	MARCO	580	6	1.03
CE	MARTINOPOLE	382	6	1.57
CE	MASSAPE	1258	14	1.11
CE	MAURITI	1743	24	1.38
CE	MERUOCA	595	16	2.69
CE	MILAGRES	870	11	1.26
CE	MILHA	401	11	2.74
CE	MIRAIMA	450	6	1.33
CE	MISSAO VELHA	936	15	1.60
CE	MOMBACA	767	17	2.22
CE	MONSENHOR TABOSA	514	8	1.56
CE	MORADA NOVA	2452	26	1.06
CE	MORAUJO	374	4	1.07
CE	MORRINHOS	603	16	2.65
CE	MUCAMBO	541	5	0.92
CE	MULUNGU	425	3	0.71
CE	NOVA OLINDA	517	3	0.58
CE	NOVA RUSSAS	1190	6	0.50
CE	NOVO ORIENTE	647	12	1.85
CE	OCARA	968	29	3.00
CE	OROS	385	6	1.56
CE	PACAJUS	2368	30	1.27
CE	PACATUBA	2071	33	1.59
CE	PACOTI	565	6	1.06
CE	PACUJA	279	2	0.72
CE	PALHANO	263	4	1.52
CE	PALMACIA	374	5	1.34
CE	PARACURU	1127	45	3.99
CE	PARAIPABA	1169	35	2.99
CE	PARAMBU	852	16	1.88
CE	PARAMOTI	347	6	1.73
CE	PCAJUS	1	0	0.00
CE	PEDRA BRANCA	1017	20	1.97
CE	PENAFORTE	377	6	1.59
CE	PENTECOSTE	1167	24	2.06
CE	PEREIRO	834	27	3.24
CE	PINDORETAMA	682	10	1.47
CE	PIQUET CARNEIRO	228	5	2.19
CE	PIRES FERREIRA	340	5	1.47
CE	PORANGA	414	12	2.90
CE	PORTEIRAS	668	9	1.35
CE	POTENGI	301	17	5.65
CE	POTIRETAMA	125	0	0.00
CE	QUITERIANOPOLIS	298	10	3.36
CE	QUIXADA	3364	100	2.97
CE	QUIXELO	356	1	0.28
CE	QUIXERAMOBIM	2333	56	2.40
CE	QUIXERE	711	13	1.83
CE	REDENCAO	2231	14	0.63
CE	RERIUTABA	471	4	0.85
CE	RUSSAS	2417	58	2.40
CE	SABOEIRO	283	1	0.35
CE	SALITRE	245	7	2.86
CE	SANTA QUITERIA	1408	35	2.49
CE	SANTANA DO ACARAU	793	12	1.51
CE	SANTANA DO CARIRI	493	5	1.01
CE	SAO BENEDITO	1873	17	0.91
CE	SAO GONCALO DO AMARANTE	1728	53	3.07
CE	SAO JOAO DO JAGUARIBE	228	5	2.19
CE	SAO LUIS DO CURU	304	3	0.99
CE	SENADOR POMPEU	804	12	1.49
CE	SENADOR SA	213	3	1.41
CE	SOBRAL	10637	295	2.77
CE	SOLONOPOLE	374	14	3.74
CE	TABULEIRO DO NORTE	1259	25	1.99
CE	TAMBORIL	861	10	1.16
CE	TARRAFAS	113	2	1.77
CE	TAUA	2201	67	3.04
CE	TEJUCUOCA	309	8	2.59
CE	TIANGUA	2386	75	3.14
CE	TRAIRI	1789	18	1.01
CE	TURURU	501	1	0.20
CE	UBAJARA	1270	19	1.50
CE	UMARI	233	4	1.72
CE	UMIRIM	311	1	0.32
CE	URUBURETAMA	672	5	0.74
CE	URUOCA	441	10	2.27
CE	VARJOTA	498	17	3.41
CE	VARZEA ALEGRE	1342	27	2.01
CE	VICOSA DO CEARA	1545	19	1.23
DF	BASILIA	1	0	0.00
DF	BRAILIA	1	0	0.00
DF	BRASILA	1	0	0.00
DF	BRASILIA	89525	3223	3.60
DF	BRASLIA	1	0	0.00
DF	BRSILIA	1	0	0.00
ES	AFONSO CLAUDIO	912	17	1.86
ES	AGUA DOCE DO NORTE	445	9	2.02
ES	AGUA DOCE O NORTE	1	0	0.00
ES	AGUIA BRANCA	189	0	0.00
ES	ALEGRE	1173	25	2.13
ES	ALFREDO CHAVES	340	2	0.59
ES	ALTO RIO NOVO	248	11	4.44
ES	ANCHIETA	667	19	2.85
ES	AO MATEUS	1	0	0.00
ES	APIACA	108	1	0.93
ES	ARACRUZ	3868	56	1.45
ES	ATILIO VIVACQUA	205	3	1.46
ES	BAIXO GUANDU	925	14	1.51
ES	BARRA DE SAO FRANCISCO	891	9	1.01
ES	BOA ESPERANCA	392	7	1.79
ES	BOM JESUS DO NORTE	234	3	1.28
ES	BREJETUBA	260	4	1.54
ES	CACHOEIRO DE ITAPEMIRIM	6296	152	2.41
ES	CARIACCA	1	0	0.00
ES	CARIACICA	12468	283	2.27
ES	CASTELO	1112	21	1.89
ES	COLATINA	3903	36	0.92
ES	CONCEICAO DA BARRA	1039	24	2.31
ES	CONCEICAO DO CASTELO	310	2	0.65
ES	DIVINO DE SAO LOURENCO	93	2	2.15
ES	DOMINGOS MARTINS	1130	23	2.04
ES	DORES DO RIO PRETO	178	1	0.56
ES	ECOPORANGA	624	10	1.60
ES	FUNDAO	541	7	1.29
ES	GOVERNADOR LINDENBERG	234	2	0.85
ES	GUACUI	791	4	0.51
ES	GUARAPARI	3336	72	2.16
ES	IBATIBA	453	7	1.55
ES	IBIRACU	425	7	1.65
ES	IBITIRAMA	159	1	0.63
ES	ICONHA	402	14	3.48
ES	IRUPI	195	0	0.00
ES	ITAGUACU	449	2	0.45
ES	ITAPEMIRIM	968	31	3.20
ES	ITARANA	372	5	1.34
ES	IUNA	671	14	2.09
ES	JAGUARE	642	21	3.27
ES	JERONIMO MONTEIRO	391	5	1.28
ES	JOAO NEIVA	644	7	1.09
ES	LARANJA DA TERRA	238	1	0.42
ES	LINHARES	3716	78	2.10
ES	MANTENOPOLIS	400	9	2.25
ES	MARATAIZES	1336	22	1.65
ES	MARECHAL FLORIANO	657	4	0.61
ES	MARILANDIA	356	4	1.12
ES	MIMOSO DO SUL	697	15	2.15
ES	MONTANHA	486	15	3.09
ES	MUCURICI	153	2	1.31
ES	MUNIZ FREIRE	492	8	1.63
ES	MUQUI	467	8	1.71
ES	NOVA VENECIA	1689	13	0.77
ES	PANCAS	383	7	1.83
ES	PEDRO CANARIO	840	24	2.86
ES	PINHEIROS	689	11	1.60
ES	PIUMA	636	17	2.67
ES	PONTO BELO	221	5	2.26
ES	PRESIDENTE KENNEDY	215	1	0.47
ES	RIO BANANAL	399	2	0.50
ES	RIO NOVO DO SUL	333	8	2.40
ES	SANTA LEOPOLDINA	205	0	0.00
ES	SANTA MARIA DE JETIBA	1031	10	0.97
ES	SANTA TERESA	895	5	0.56
ES	SAO DOMINGOS DO NORTE	194	2	1.03
ES	SAO GABRIEL DA PALHA	841	1	0.12
ES	SAO JOSE DO CALCADO	244	3	1.23
ES	SAO MATEUS	5642	147	2.61
ES	SAO ROQUE DO CANAA	277	0	0.00
ES	SERRA	16625	453	2.72
ES	SOORETAMA	578	20	3.46
ES	VARGEM ALTA	581	12	2.07
ES	VENDA NOVA DO IMIGRANTE	1109	15	1.35
ES	VIANA	1939	29	1.50
ES	VILA PAVAO	250	1	0.40
ES	VILA VALERIO	286	2	0.70
ES	VILA VELA	1	0	0.00
ES	VILA VELHA	16310	358	2.19
ES	VITORIA	14813	274	1.85
GO	ABADIA DE GOIAS	172	14	8.14
GO	ABADIA DE GOIS	1	0	0.00
GO	ABADIANIA	261	15	5.75
GO	ACREUNA	307	14	4.56
GO	ADELANDIA	34	4	11.76
GO	AGUA FRIA DE GOIAS	72	2	2.78
GO	AGUA LIMPA	43	0	0.00
GO	AGUAS LIDAS DE GOIAS	1	0	0.00
GO	AGUAS LINDAS DE GOIAS	2800	156	5.57
GO	ALEXANIA	610	25	4.10
GO	ALOANDIA	26	1	3.85
GO	ALTO HORIZONTE	96	5	5.21
GO	ALTO PARAISO DE GOIAS	113	5	4.42
GO	ALVORADA DO NORTE	247	11	4.45
GO	AMARALINA	69	3	4.35
GO	AMERICANO DO BRASIL	86	2	2.33
GO	AMORINOPOLIS	67	6	8.96
GO	ANAPOLIS	13375	616	4.61
GO	ANHANGUERA	15	1	6.67
GO	ANICUNS	335	11	3.28
GO	APARECIDA DE GOIANI	1	0	0.00
GO	APARECIDA DE GOIANIA	14241	744	5.22
GO	APARECIDA DO RIO DOCE	82	0	0.00
GO	APORE	69	1	1.45
GO	ARACU	72	7	9.72
GO	ARAGARCAS	1619	28	1.73
GO	ARAGOIANIA	120	3	2.50
GO	ARAGUAPAZ	75	6	8.00
GO	ARENOPOLIS	64	2	3.13
GO	ARUANA	63	1	1.59
GO	AURILANDIA	66	3	4.55
GO	AVELINOPOLIS	30	4	13.33
GO	BALIZA	82	0	0.00
GO	BARRO ALTO	182	11	6.04
GO	BELA VISTA DE GOIAS	388	35	9.02
GO	BOM JARDIM DE GOIAS	216	5	2.31
GO	BOM JESUS DE GOIAS	280	10	3.57
GO	BONFINOPOLIS	191	6	3.14
GO	BONOPOLIS	74	1	1.35
GO	BRAZABRANTES	47	1	2.13
GO	BRITANIA	88	4	4.55
GO	BURITI ALEGRE	121	5	4.13
GO	BURITI DE GOIAS	39	3	7.69
GO	BURITINOPOLIS	71	5	7.04
GO	CABECEIRAS	193	10	5.18
GO	CACHOEIRA ALTA	122	7	5.74
GO	CACHOEIRA DE GOIAS	45	0	0.00
GO	CACHOEIRA DOURADA	170	8	4.71
GO	CACU	284	11	3.87
GO	CAIAPONIA	196	14	7.14
GO	CALDAS NOVAS	2253	96	4.26
GO	CALDAZINHA	50	2	4.00
GO	CAMPESTRE DE GOIAS	64	1	1.56
GO	CAMPINACU	42	2	4.76
GO	CAMPINORTE	212	9	4.25
GO	CAMPO ALEGRE DE GOIAS	114	2	1.75
GO	CAMPO LIMPO DE GOIAS	94	9	9.57
GO	CAMPOS BELOS	351	12	3.42
GO	CAMPOS VERDES	103	3	2.91
GO	CARMO DO RIO VERDE	303	21	6.93
GO	CASTELANDIA	77	1	1.30
GO	CATALAO	2631	87	3.31
GO	CATURAI	87	12	13.79
GO	CAVALCANTE	179	7	3.91
GO	CERES	1110	37	3.33
GO	CEZARINA	108	5	4.63
GO	CHAPADAO DO CEU	258	4	1.55
GO	CIDADE OCIDENTAL	1779	83	4.67
GO	COCALZINHO DE GOIAS	305	22	7.21
GO	COLINAS DO SUL	43	3	6.98
GO	CORREGO DO OURO	34	2	5.88
GO	CORUMBA DE GOIAS	312	17	5.45
GO	CORUMBAIBA	179	7	3.91
GO	CRISTALINA	981	37	3.77
GO	CRISTIANOPOLIS	45	1	2.22
GO	CRIXAS	271	18	6.64
GO	CROMINIA	51	4	7.84
GO	CUMARI	101	3	2.97
GO	DAMIANOPOLIS	57	2	3.51
GO	DAMOLANDIA	87	4	4.60
GO	DAVINOPOLIS	25	0	0.00
GO	DIORAMA	59	4	6.78
GO	DIVINOPOLIS DE GOIAS	79	0	0.00
GO	DOVERLANDIA	120	11	9.17
GO	EDEALINA	30	2	6.67
GO	EDEIA	201	6	2.99
GO	ESTRELA DO NORTE	44	0	0.00
GO	FAINA	78	6	7.69
GO	FAZENDA NOVA	88	8	9.09
GO	FIRMINOPOLIS	185	9	4.86
GO	FLORES DE GOIAS	176	4	2.27
GO	FORMOSA	3263	188	5.76
GO	FORMOSO	113	4	3.54
GO	GAMELEIRA DE GOIAS	67	7	10.45
GO	GOIANAPOLIS	268	12	4.48
GO	GOIANDIRA	162	6	3.70
GO	GOIANESIA	1935	72	3.72
GO	GOIANIA	45597	2079	4.56
GO	GOIANIRA	902	46	5.10
GO	GOIAS	647	20	3.09
GO	GOIATUBA	405	14	3.46
GO	GOUVELANDIA	83	0	0.00
GO	GUAPO	257	11	4.28
GO	GUARAITA	83	3	3.61
GO	GUARANI DE GOIAS	59	0	0.00
GO	GUARINOS	22	1	4.55
GO	HEITORAI	58	4	6.90
GO	HIDROLANDIA	294	22	7.48
GO	HIDROLINA	69	2	2.90
GO	IACIARA	160	6	3.75
GO	INACIOLANDIA	134	5	3.73
GO	INDIARA	238	9	3.78
GO	INHUMAS	1492	70	4.69
GO	IPAMERI	616	18	2.92
GO	IPIRANGA DE GOIAS	78	3	3.85
GO	IPORA	786	50	6.36
GO	ISRAELANDIA	67	2	2.99
GO	ITABERAI	665	24	3.61
GO	ITAGUARI	55	1	1.82
GO	ITAGUARU	166	3	1.81
GO	ITAJA	114	5	4.39
GO	ITAPACI	483	13	2.69
GO	ITAPIRAPUA	149	8	5.37
GO	ITAPURANGA	807	50	6.20
GO	ITARUMA	94	3	3.19
GO	ITAUCU	171	11	6.43
GO	ITUMBIARA	2252	75	3.33
GO	IVOLANDIA	98	2	2.04
GO	JANDAIA	129	3	2.33
GO	JARAGUA	941	29	3.08
GO	JATAI	2185	92	4.21
GO	JAUPACI	62	3	4.84
GO	JESUPOLIS	64	1	1.56
GO	JOVIANIA	83	3	3.61
GO	JUSSARA	398	28	7.04
GO	LAGOA SANTA	60	1	1.67
GO	LEOPOLDO DE BULHOES	146	4	2.74
GO	LUZIANIA	4345	217	4.99
GO	MAIRIPOTABA	20	0	0.00
GO	MAMBAI	113	4	3.54
GO	MARA ROSA	237	12	5.06
GO	MARZAGAO	87	2	2.30
GO	MATRINCHA	75	8	10.67
GO	MAURILANDIA	131	4	3.05
GO	MIMOSO DE GOIAS	23	1	4.35
GO	MINACU	887	27	3.04
GO	MINEIROS	1167	36	3.08
GO	MOIPORA	58	2	3.45
GO	MONTE ALEGRE DE GOIAS	54	2	3.70
GO	MONTES CLAROS DE GOIAS	175	6	3.43
GO	MONTIVIDIU	145	6	4.14
GO	MONTIVIDIU DO NORTE	157	5	3.18
GO	MORRINHOS	824	31	3.76
GO	MORRO AGUDO DE GOIAS	44	2	4.55
GO	MOSSAMEDES	115	5	4.35
GO	MOZARLANDIA	255	10	3.92
GO	MUNDO NOVO	80	5	6.25
GO	MUTUNOPOLIS	93	0	0.00
GO	NAZARIO	168	13	7.74
GO	NEROPOLIS	681	36	5.29
GO	NIQUELANDIA	649	45	6.93
GO	NOVA AMERICA	58	1	1.72
GO	NOVA AURORA	35	1	2.86
GO	NOVA CRIXAS	145	6	4.14
GO	NOVA GLORIA	207	4	1.93
GO	NOVA IGUACU DE GOIAS	83	5	6.02
GO	NOVA ROMA	49	3	6.12
GO	NOVA VENEZA	236	4	1.69
GO	NOVO BRASIL	92	6	6.52
GO	NOVO GAMA	1881	91	4.84
GO	NOVO PLANALTO	124	2	1.61
GO	ORIZONA	253	10	3.95
GO	OURO VERDE DE GOIAS	139	8	5.76
GO	OUVIDOR	88	5	5.68
GO	PADRE BERNARDO	257	12	4.67
GO	PALESTINA DE GOIAS	34	4	11.76
GO	PALMEIRAS DE GOIAS	533	23	4.32
GO	PALMELO	52	2	3.85
GO	PALMINOPOLIS	124	3	2.42
GO	PANAMA	37	3	8.11
GO	PARANAIGUARA	103	4	3.88
GO	PARAUNA	107	3	2.80
GO	PEROLANDIA	54	4	7.41
GO	PETROLINA DE GOIAS	201	12	5.97
GO	PETROLNA DE GOIAS	1	0	0.00
GO	PILAR DE GOIAS	47	4	8.51
GO	PIRACANJUBA	553	29	5.24
GO	PIRANHAS	254	23	9.06
GO	PIRENOPOLIS	487	21	4.31
GO	PIRES DO RIO	666	14	2.10
GO	PLANALTINA	2289	87	3.80
GO	PONTALINA	353	6	1.70
GO	PORANGATU	1158	42	3.63
GO	PORTEIRAO	32	0	0.00
GO	PORTELANDIA	71	2	2.82
GO	POSSE	741	24	3.24
GO	PROFESSOR JAMIL	69	3	4.35
GO	QUIRINOPOLIS	852	19	2.23
GO	RIALMA	438	17	3.88
GO	RIANAPOLIS	129	1	0.78
GO	RIO QUENTE	65	2	3.08
GO	RIO VERDE	2707	109	4.03
GO	RUBIATABA	657	28	4.26
GO	SANCLERLANDIA	155	4	2.58
GO	SANTA BARBARA DE GOIAS	101	2	1.98
GO	SANTA CRUZ DE GOIAS	33	2	6.06
GO	SANTA FE DE GOIAS	86	3	3.49
GO	SANTA HELENA DE GOIAS	593	17	2.87
GO	SANTA ISABEL	77	3	3.90
GO	SANTA RITA DO ARAGUAIA	142	5	3.52
GO	SANTA RITA DO NOVO DESTINO	47	0	0.00
GO	SANTA ROSA DE GOIAS	80	1	1.25
GO	SANTA TEREZA DE GOIAS	67	0	0.00
GO	SANTA TEREZINHA DE GOIAS	242	6	2.48
GO	SANTO ANTONIO DA BARRA	41	3	7.32
GO	SANTO ANTONIO DE GOIAS	135	2	1.48
GO	SANTO ANTONIO DO DESCOBERTO	1206	67	5.56
GO	SAO DOMINGOS	99	6	6.06
GO	SAO FRANCISCO DE GOIAS	96	5	5.21
GO	SAO JOAO D ALIANCA	186	11	5.91
GO	SAO JOAO DA PARAUNA	27	1	3.70
GO	SAO LUIS DE MONTES BELOS	835	49	5.87
GO	SAO LUIZ DO NORTE	63	1	1.59
GO	SAO MIGUEL DO ARAGUAIA	465	20	4.30
GO	SAO MIGUEL DO PASSA QUATRO	52	3	5.77
GO	SAO PATRICIO	41	1	2.44
GO	SAO SIMAO	365	13	3.56
GO	SENADOR CANEDO	2376	94	3.96
GO	SERRANOPOLIS	193	8	4.15
GO	SILVANIA	581	40	6.88
GO	SIMOLANDIA	111	3	2.70
GO	SITIO D ABADIA	32	4	12.50
GO	TAQUARAL DE GOIAS	92	7	7.61
GO	TERESINA DE GOIAS	37	1	2.70
GO	TEREZOPOLIS DE GOIAS	115	5	4.35
GO	TRES RANCHOS	66	2	3.03
GO	TRINDADE	2993	161	5.38
GO	TROMBAS	110	2	1.82
GO	TURVANIA	145	8	5.52
GO	TURVELANDIA	62	9	14.52
GO	UIRAPURU	30	2	6.67
GO	URUACU	824	28	3.40
GO	URUANA	382	9	2.36
GO	URUTAI	114	4	3.51
GO	VALPARAISO DE GOIAS	3623	154	4.25
GO	VARJAO	51	0	0.00
GO	VIANOPOLIS	290	14	4.83
GO	VICENTINOPOLIS	94	2	2.13
GO	VILA BOA	64	3	4.69
GO	VILA PROPICIO	105	2	1.90
MA	ACAILANDIA	3742	86	2.30
MA	AFONSO CUNHA	71	1	1.41
MA	AGUA DOCE DO MARANHAO	39	0	0.00
MA	ALCANTARA	393	4	1.02
MA	ALDEIAS ALTAS	412	14	3.40
MA	ALTAMIRA DO MARANHAO	35	0	0.00
MA	ALTO ALEGRE DO MARANHAO	192	2	1.04
MA	ALTO ALEGRE DO PINDARE	293	8	2.73
MA	ALTO PARNAIBA	147	1	0.68
MA	AMAPA DO MARANHAO	39	0	0.00
MA	AMARANTE DO MARANHAO	525	6	1.14
MA	ANAJATUBA	255	1	0.39
MA	ANAPURUS	218	1	0.46
MA	APICUM-ACU	143	4	2.80
MA	ARAGUANA	102	2	1.96
MA	ARAIOSES	286	3	1.05
MA	ARAME	554	2	0.36
MA	ARARI	478	3	0.63
MA	AXIXA	288	3	1.04
MA	BACABAL	3824	119	3.11
MA	BACABEIRA	228	5	2.19
MA	BACURI	238	9	3.78
MA	BACURITUBA	99	1	1.01
MA	BALSAS	1967	91	4.63
MA	BARAO DE GRAJAU	714	22	3.08
MA	BARRA DO CORDA	1595	16	1.00
MA	BARREIRINHAS	819	18	2.20
MA	BELA VISTA DO MARANHAO	72	2	2.78
MA	BELAGUA	52	0	0.00
MA	BENEDITO LEITE	120	3	2.50
MA	BEQUIMAO	309	3	0.97
MA	BERNARDO DO MEARIM	74	2	2.70
MA	BOA VISTA DO GURUPI	91	0	0.00
MA	BOM JARDIM	731	8	1.09
MA	BOM JESUS DAS SELVAS	165	1	0.61
MA	BOM LUGAR	123	0	0.00
MA	BREJO	527	14	2.66
MA	BREJO DE AREIA	47	0	0.00
MA	BURITI	175	0	0.00
MA	BURITI BRAVO	378	4	1.06
MA	BURITICUPU	1861	55	2.96
MA	BURITIRANA	138	2	1.45
MA	CACHOEIRA GRANDE	55	1	1.82
MA	CAJAPIO	64	1	1.56
MA	CAJARI	75	1	1.33
MA	CAMPESTRE DO MARANHAO	325	2	0.62
MA	CANDIDO MENDES	141	1	0.71
MA	CANTANHEDE	207	0	0.00
MA	CAPINZAL DO NORTE	83	3	3.61
MA	CAROLINA	481	12	2.49
MA	CARUTAPERA	343	1	0.29
MA	CAXIAS	8302	227	2.73
MA	CEDRAL	109	2	1.83
MA	CENTRAL DO MARANHAO	65	0	0.00
MA	CENTRO DO GUILHERME	31	0	0.00
MA	CENTRO NOVO DO MARANHAO	103	0	0.00
MA	CHAPADINHA	2038	30	1.47
MA	CIDELANDIA	299	5	1.67
MA	CODO	3355	70	2.09
MA	COELHO NETO	804	11	1.37
MA	COLINAS	726	23	3.17
MA	CONCEICAO DO LAGO-ACU	41	1	2.44
MA	COROATA	1189	25	2.10
MA	CURURUPU	392	6	1.53
MA	DAVINOPOLIS	459	10	2.18
MA	DOM PEDRO	546	8	1.47
MA	DUQUE BACELAR	161	2	1.24
MA	ESPERANTINOPOLIS	343	2	0.58
MA	ESTREITO	601	12	2.00
MA	FEIRA NOVA DO MARANHAO	60	4	6.67
MA	FERNANDO FALCAO	9	0	0.00
MA	FORMOSA DA SERRA NEGRA	388	7	1.80
MA	FORTALEZA DOS NOGUEIRAS	412	16	3.88
MA	FORTUNA	174	3	1.72
MA	GODOFREDO VIANA	182	1	0.55
MA	GONCALVES DIAS	122	5	4.10
MA	GOVERNADOR ARCHER	125	1	0.80
MA	GOVERNADOR EDISON LOBAO	450	10	2.22
MA	GOVERNADOR EUGENIO BARROS	217	6	2.76
MA	GOVERNADOR LUIZ ROCHA	112	0	0.00
MA	GOVERNADOR NEWTON BELLO	202	0	0.00
MA	GOVERNADOR NUNES FREIRE	218	8	3.67
MA	GRACA ARANHA	100	1	1.00
MA	GRAJAU	1667	22	1.32
MA	GUIMARAES	227	1	0.44
MA	HUMBERTO DE CAMPOS	351	4	1.14
MA	ICATU	232	4	1.72
MA	IGARAPE DO MEIO	171	4	2.34
MA	IGARAPE GRANDE	188	8	4.26
MA	IMPERATRI	1	0	0.00
MA	IMPERATRIZ	19222	550	2.86
MA	ITAIPAVA DO GRAJAU	100	1	1.00
MA	ITAPECURU MIRIM	1049	6	0.57
MA	ITINGA DO MARANHAO	395	6	1.52
MA	JATOBA	97	3	3.09
MA	JENIPAPO DOS VIEIRAS	104	0	0.00
MA	JOAO LISBOA	1062	30	2.82
MA	JOSELANDIA	196	1	0.51
MA	JUNCO DO MARANHAO	67	1	1.49
MA	LAGO DA PEDRA	745	9	1.21
MA	LAGO DO JUNCO	258	13	5.04
MA	LAGO DOS RODRIGUES	129	0	0.00
MA	LAGO VERDE	153	6	3.92
MA	LAGOA DO MATO	169	2	1.18
MA	LAGOA GRANDE DO MARANHAO	14	0	0.00
MA	LAJEADO NOVO	96	1	1.04
MA	LIMA CAMPOS	227	4	1.76
MA	LORETO	211	4	1.90
MA	LUIS DOMINGUES	87	5	5.75
MA	MAGALHAES DE ALMEIDA	205	2	0.98
MA	MARACACUME	229	3	1.31
MA	MARAJA DO SENA	15	0	0.00
MA	MARANHAOZINHO	43	1	2.33
MA	MATA ROMA	268	2	0.75
MA	MATINHA	366	4	1.09
MA	MATOES	317	4	1.26
MA	MATOES DO NORTE	67	0	0.00
MA	MILAGRES DO MARANHAO	43	0	0.00
MA	MIRADOR	472	3	0.64
MA	MIRANDA DO NORTE	236	2	0.85
MA	MIRINZAL	268	2	0.75
MA	MONCAO	255	1	0.39
MA	MONTES ALTOS	305	9	2.95
MA	MORROS	290	1	0.34
MA	NINA RODRIGUES	139	0	0.00
MA	NOVA COLINAS	81	9	11.11
MA	NOVA IORQUE	77	4	5.19
MA	NOVA OLINDA DO MARANHAO	350	4	1.14
MA	OLHO D AGUA DAS CUNHAS	260	14	5.38
MA	OLINDA NOVA DO MARANHAO	273	2	0.73
MA	PACO DO LUMAR	1	0	0.00
MA	PACO DO LUMIAR	5795	120	2.07
MA	PALMEIRANDIA	180	0	0.00
MA	PARAIBANO	353	4	1.13
MA	PARNARAMA	508	15	2.95
MA	PASSAGEM FRANCA	215	9	4.19
MA	PASTOS BONS	304	7	2.30
MA	PAULINO NEVES	62	0	0.00
MA	PAULO RAMOS	221	3	1.36
MA	PCO DO LUMIAR	1	0	0.00
MA	PEDREIRAS	1200	42	3.50
MA	PEDRO DO ROSARIO	63	1	1.59
MA	PENALVA	214	1	0.47
MA	PERI MIRIM	162	1	0.62
MA	PERITORO	231	3	1.30
MA	PINDARE-MIRIM	686	12	1.75
MA	PINHEIRO	2125	41	1.93
MA	PIO XII	367	9	2.45
MA	PIRAPEMAS	170	1	0.59
MA	POCAO DE PEDRAS	423	8	1.89
MA	PORTO FRANCO	589	11	1.87
MA	PORTO RICO DO MARANHAO	56	0	0.00
MA	PRESIDENTE DUTRA	949	34	3.58
MA	PRESIDENTE JUSCELINO	103	0	0.00
MA	PRESIDENTE MEDICI	75	4	5.33
MA	PRESIDENTE SARNEY	52	2	3.85
MA	PRESIDENTE VARGAS	114	1	0.88
MA	PRIMEIRA CRUZ	55	1	1.82
MA	RAPOSA	591	16	2.71
MA	RIACHAO	312	7	2.24
MA	RIBAMAR FIQUENE	121	2	1.65
MA	ROSARIO	952	9	0.95
MA	SA BERNARDO	1	0	0.00
MA	SAMBAIBA	70	1	1.43
MA	SANTA FILOMENA DO MARANHAO	45	0	0.00
MA	SANTA HELENA	374	8	2.14
MA	SANTA INES	3665	84	2.29
MA	SANTA LUZIA	712	7	0.98
MA	SANTA LUZIA DO PARUA	276	6	2.17
