uf	municipio	total	quantidade	percentual
MA	SANTA QUITERIA DO MARANHAO	515	3	0.58
MA	SANTA RITA	422	5	1.18
MA	SANTANA DO MARANHAO	146	1	0.68
MA	SANTO AMARO DO MARANHAO	54	0	0.00
MA	SANTO ANTONIO DOS LOPES	140	2	1.43
MA	SAO BENEDITO DO RIO PRETO	220	1	0.45
MA	SAO BENTO	817	21	2.57
MA	SAO BERNARDO	750	6	0.80
MA	SAO DOMINGOS DO AZEITAO	116	3	2.59
MA	SAO DOMINGOS DO MARANHAO	521	13	2.50
MA	SAO FELIX DE BALSAS	47	0	0.00
MA	SAO FRANCISCO DO BREJAO	95	0	0.00
MA	SAO FRANCISCO DO MARANHAO	214	6	2.80
MA	SAO JOAO BATISTA	252	1	0.40
MA	SAO JOAO DO CARU	55	0	0.00
MA	SAO JOAO DO PARAISO	129	3	2.33
MA	SAO JOAO DO SOTER	146	6	4.11
MA	SAO JOAO DOS PATOS	926	42	4.54
MA	SAO JOSE  RIBAMAR	1	0	0.00
MA	SAO JOSE DE RIBAMAR	7567	129	1.70
MA	SAO JOSE DOS BASILIOS	53	0	0.00
MA	SAO LUIS	74698	1669	2.23
MA	SAO LUIS GONZAGA DO MARANHAO	260	2	0.77
MA	SAO MATEUS DO MARANHAO	457	13	2.84
MA	SAO PEDRO DA AGUA BRANCA	162	4	2.47
MA	SAO PEDRO DOS CRENTES	80	1	1.25
MA	SAO RAIMUNDO DAS MANGABEIRAS	514	20	3.89
MA	SAO RAIMUNDO DO DOCA BEZERRA	27	0	0.00
MA	SAO ROBERTO	47	0	0.00
MA	SAO VICENTE FERRER	418	3	0.72
MA	SATUBINHA	72	5	6.94
MA	SENADOR ALEXANDRE COSTA	128	3	2.34
MA	SENADOR LA ROCQUE	438	8	1.83
MA	SERRANO DO MARANHAO	73	0	0.00
MA	SITIO NOVO	388	6	1.55
MA	SUCUPIRA DO NORTE	218	16	7.34
MA	SUCUPIRA DO RIACHAO	98	0	0.00
MA	TASSO FRAGOSO	109	0	0.00
MA	TIMBIRAS	611	6	0.98
MA	TIMON	7345	249	3.39
MA	TRIZIDELA DO VALE	377	6	1.59
MA	TUFILANDIA	40	0	0.00
MA	TUNTUM	388	7	1.80
MA	TURIACU	266	0	0.00
MA	TURILANDIA	81	2	2.47
MA	TUTOIA	515	2	0.39
MA	URBANO SANTOS	302	1	0.33
MA	VARGEM GRANDE	529	0	0.00
MA	VIANA	585	5	0.85
MA	VILA NOVA DOS MARTIRIOS	110	0	0.00
MA	VITORIA DO MEARIM	407	7	1.72
MA	VITORINO FREIRE	753	5	0.66
MA	ZE DOCA	1122	16	1.43
MG	ABADIA DOS DOURADOS	197	1	0.51
MG	ABAETE	807	15	1.86
MG	ABRE CAMPO	363	15	4.13
MG	ACAIACA	143	6	4.20
MG	ACUCENA	162	1	0.62
MG	AGUA BOA	297	10	3.37
MG	AGUA COMPRIDA	17	0	0.00
MG	AGUANIL	144	3	2.08
MG	AGUAS FORMOSAS	459	6	1.31
MG	AGUAS VERMELHAS	214	1	0.47
MG	AIMORES	577	13	2.25
MG	AIURUOCA	178	0	0.00
MG	ALAGOA	32	0	0.00
MG	ALBERTINA	57	0	0.00
MG	ALEM PARAIBA	543	4	0.74
MG	ALFENAS	4520	70	1.55
MG	ALFREDO VASCONCELOS	124	2	1.61
MG	ALMENARA	875	24	2.74
MG	ALPERCATA	155	6	3.87
MG	ALPINOPOLIS	719	11	1.53
MG	ALTEROSA	448	7	1.56
MG	ALTO CAPARAO	89	3	3.37
MG	ALTO JEQUITIBA	135	0	0.00
MG	ALTO RIO DOCE	258	2	0.78
MG	ALVARENGA	110	2	1.82
MG	ALVINOPOLIS	566	5	0.88
MG	ALVORADA DE MINAS	70	0	0.00
MG	AMPARO DO SERRA	102	3	2.94
MG	ANDRADAS	727	5	0.69
MG	ANDRELANDIA	344	3	0.87
MG	ANGELANDIA	285	8	2.81
MG	ANTONIO CARLOS	217	4	1.84
MG	ANTONIO DIAS	242	9	3.72
MG	ANTONIO PRADO DE MINAS	63	0	0.00
MG	ARACAI	58	1	1.72
MG	ARACATU	1	0	0.00
MG	ARACITABA	53	1	1.89
MG	ARACUAI	1342	27	2.01
MG	ARAGUARI	4012	68	1.69
MG	ARANTINA	56	0	0.00
MG	ARAPONGA	250	14	5.60
MG	ARAPORA	118	7	5.93
MG	ARAPUA	122	0	0.00
MG	ARAUJOS	153	0	0.00
MG	ARAXA	1921	50	2.60
MG	ARCEBURGO	119	0	0.00
MG	ARCOS	736	18	2.45
MG	AREADO	494	5	1.01
MG	ARGIRITA	41	0	0.00
MG	ARICANDUVA	97	7	7.22
MG	ARINOS	488	18	3.69
MG	ASTOLFO DUTRA	237	4	1.69
MG	ATALEIA	260	8	3.08
MG	AUGUSTO DE LIMA	78	1	1.28
MG	BAEPENDI	598	2	0.33
MG	BALDIM	178	4	2.25
MG	BAMBUI	552	7	1.27
MG	BANDEIRA	94	2	2.13
MG	BANDEIRA DO SUL	99	1	1.01
MG	BARAO DE COCAIS	922	37	4.01
MG	BARAO DE MONTE ALTO	141	0	0.00
MG	BARBACENA	4383	53	1.21
MG	BARRA LONGA	111	0	0.00
MG	BARROSO	615	13	2.11
MG	BELA VISTA DE MINAS	323	13	4.02
MG	BELMIRO BRAGA	49	1	2.04
MG	BELO HORIZONE	1	0	0.00
MG	BELO HORIZONTE	100775	2396	2.38
MG	BELO HORZONTE	1	0	0.00
MG	BELO ORIENTE	532	16	3.01
MG	BELO VALE	153	1	0.65
MG	BELOHORIZONTE	1	0	0.00
MG	BERILO	365	3	0.82
MG	BERIZAL	58	0	0.00
MG	BERTOPOLIS	59	2	3.39
MG	BETIM	12626	362	2.87
MG	BIAS FORTES	61	0	0.00
MG	BICAS	381	3	0.79
MG	BIQUINHAS	73	3	4.11
MG	BOA ESPERANCA	1557	25	1.61
MG	BOCAINA DE MINAS	51	0	0.00
MG	BOCAIUVA	1920	37	1.93
MG	BOM DESPACHO	1784	47	2.63
MG	BOM JARDIM DE MINAS	171	1	0.58
MG	BOM JESUS DA PENHA	103	0	0.00
MG	BOM JESUS DO AMPARO	142	2	1.41
MG	BOM JESUS DO GALHO	382	8	2.09
MG	BOM REPOUSO	223	1	0.45
MG	BOM SUCESSO	540	12	2.22
MG	BONFIM	208	4	1.92
MG	BONFINOPOLIS DE MINAS	295	9	3.05
MG	BONITO DE MINAS	101	0	0.00
MG	BORDA DA MATA	329	3	0.91
MG	BOTELHOS	298	3	1.01
MG	BOTUMIRIM	141	5	3.55
MG	BRAS PIRES	95	1	1.05
MG	BRASILANDIA DE MINAS	390	14	3.59
MG	BRASILIA DE MINAS	1031	10	0.97
MG	BRASOPOLIS	449	7	1.56
MG	BRAUNAS	114	3	2.63
MG	BRUMADINHO	581	15	2.58
MG	BUENO BRANDAO	288	1	0.35
MG	BUENOPOLIS	270	7	2.59
MG	BUGRE	48	2	4.17
MG	BURITIS	639	29	4.54
MG	BURITIZEIRO	587	18	3.07
MG	CABECEIRA GRANDE	156	5	3.21
MG	CABO VERDE	271	6	2.21
MG	CACHOEIRA DA PRATA	110	1	0.91
MG	CACHOEIRA DE MINAS	219	0	0.00
MG	CACHOEIRA DE PAJEU	168	1	0.60
MG	CACHOEIRA DOURADA	80	1	1.25
MG	CAETANOPOLIS	262	3	1.15
MG	CAETE	1172	18	1.54
MG	CAIANA	88	0	0.00
MG	CAJURI	180	9	5.00
MG	CALDAS	271	0	0.00
MG	CAMACHO	78	0	0.00
MG	CAMANDUCAIA	502	6	1.20
MG	CAMBUI	890	8	0.90
MG	CAMBUQUIRA	336	2	0.60
MG	CAMPANARIO	123	6	4.88
MG	CAMPANHA	354	4	1.13
MG	CAMPESTRE	436	2	0.46
MG	CAMPINA VERDE	402	4	1.00
MG	CAMPO AZUL	66	2	3.03
MG	CAMPO BELO	1702	26	1.53
MG	CAMPO DO MEIO	516	9	1.74
MG	CAMPO FLORIDO	80	1	1.25
MG	CAMPOS ALTOS	345	5	1.45
MG	CAMPOS GERAIS	1166	23	1.97
MG	CANA VERDE	121	3	2.48
MG	CANAA	169	5	2.96
MG	CANAPOLIS	366	4	1.09
MG	CANDEIAS	296	1	0.34
MG	CANTAGALO	93	2	2.15
MG	CAPARAO	65	0	0.00
MG	CAPELA NOVA	110	1	0.91
MG	CAPELINHA	1309	27	2.06
MG	CAPETINGA	105	1	0.95
MG	CAPIM BRANCO	208	2	0.96
MG	CAPINOPOLIS	377	10	2.65
MG	CAPITAO ANDRADE	124	3	2.42
MG	CAPITAO ENEAS	257	7	2.72
MG	CAPITOLIO	244	7	2.87
MG	CAPUTIRA	203	6	2.96
MG	CARAI	388	11	2.84
MG	CARANAIBA	62	1	1.61
MG	CARANDAI	496	6	1.21
MG	CARANGOLA	759	22	2.90
MG	CARATINGA	4449	172	3.87
MG	CARBONITA	321	4	1.25
MG	CAREACU	180	3	1.67
MG	CARLOS CHAGAS	547	10	1.83
MG	CARMESIA	82	1	1.22
MG	CARMO DA CACHOEIRA	316	3	0.95
MG	CARMO DA MATA	258	3	1.16
MG	CARMO DE MINAS	292	0	0.00
MG	CARMO DO CAJURU	538	13	2.42
MG	CARMO DO PARANAIBA	1225	22	1.80
MG	CARMO DO RIO CLARO	557	6	1.08
MG	CARMOPOLIS DE MINAS	394	12	3.05
MG	CARNEIRINHO	192	9	4.69
MG	CARRANCAS	111	1	0.90
MG	CARVALHOPOLIS	91	3	3.30
MG	CARVALHOS	106	0	0.00
MG	CASA GRANDE	68	5	7.35
MG	CASCALHO RICO	62	1	1.61
MG	CASSIA	453	5	1.10
MG	CATAGUASES	1200	7	0.58
MG	CATAS ALTAS	143	1	0.70
MG	CATAS ALTAS DA NORUEGA	82	2	2.44
MG	CATUJI	240	3	1.25
MG	CATUTI	129	2	1.55
MG	CAXAMBU	831	3	0.36
MG	CEDRO DO ABAETE	50	1	2.00
MG	CENTRAL DE MINAS	140	2	1.43
MG	CENTRALINA	159	7	4.40
MG	CHACARA	58	0	0.00
MG	CHALE	80	2	2.50
MG	CHAPADA DO NORTE	535	11	2.06
MG	CHAPADA GAUCHA	169	3	1.78
MG	CHIADOR	41	0	0.00
MG	CIPOTANEA	94	1	1.06
MG	CLARAVAL	61	1	1.64
MG	CLARO DOS POCOES	187	14	7.49
MG	CLAUDIO	633	2	0.32
MG	COIMBRA	323	4	1.24
MG	COLUNA	322	2	0.62
MG	COMENDADOR GOMES	31	1	3.23
MG	COMERCINHO	135	4	2.96
MG	CONCEICAO DA APARECIDA	289	4	1.38
MG	CONCEICAO DA BARRA DE MINAS	147	4	2.72
MG	CONCEICAO DAS ALAGOAS	314	5	1.59
MG	CONCEICAO DAS PEDRAS	96	0	0.00
MG	CONCEICAO DE IPANEMA	55	0	0.00
MG	CONCEICAO DO MATO DENTRO	289	7	2.42
MG	CONCEICAO DO PARA	102	6	5.88
MG	CONCEICAO DO RIO VERDE	279	3	1.08
MG	CONCEICAO DOS OUROS	321	4	1.25
MG	CONEGO MARINHO	210	6	2.86
MG	CONFINS	195	9	4.62
MG	CONGONHAL	310	7	2.26
MG	CONGONHAS	1438	47	3.27
MG	CONGONHAS DO NORTE	110	0	0.00
MG	CONQUISTA	52	0	0.00
MG	CONSELHEIRO LAFAIETE	3756	62	1.65
MG	CONSELHEIRO PENA	541	12	2.22
MG	CONSOLACAO	27	0	0.00
MG	CONTAGEM	23990	752	3.13
MG	COQUEIRAL	270	4	1.48
MG	CORACAO DE JESUS	575	14	2.43
MG	CORDISBURGO	164	7	4.27
MG	CORDISLANDIA	48	1	2.08
MG	CORINTO	561	19	3.39
MG	COROACI	258	3	1.16
MG	COROMANDEL	933	7	0.75
MG	CORONEL FABRICIANO	3635	144	3.96
MG	CORONEL MURTA	305	7	2.30
MG	CORONEL PACHECO	53	1	1.89
MG	CORONEL XAVIER CHAVES	102	1	0.98
MG	CORREGO DANTA	39	3	7.69
MG	CORREGO DO BOM JESUS	55	0	0.00
MG	CORREGO FUNDO	77	1	1.30
MG	CORREGO NOVO	64	3	4.69
MG	COUTO DE MAGALHAES DE MINAS	270	8	2.96
MG	CRISOLITA	102	1	0.98
MG	CRISTAIS	187	2	1.07
MG	CRISTALIA	98	1	1.02
MG	CRISTIANO OTONI	120	2	1.67
MG	CRISTINA	225	0	0.00
MG	CRUCILANDIA	86	2	2.33
MG	CRUZEIRO DA FORTALEZA	104	1	0.96
MG	CRUZILIA	388	6	1.55
MG	CRUZLIA	1	0	0.00
MG	CUPARAQUE	111	6	5.41
MG	CURRAL DE DENTRO	141	8	5.67
MG	CURVELO	2642	77	2.91
MG	DATAS	432	1	0.23
MG	DELFIM MOREIRA	183	1	0.55
MG	DELFINOPOLIS	148	6	4.05
MG	DELTA	61	2	3.28
MG	DESCOBERTO	156	0	0.00
MG	DESTERRO DE ENTRE RIOS	124	1	0.81
MG	DESTERRO DO MELO	42	0	0.00
MG	DIAMANTINA	4671	138	2.95
MG	DIOGO DE VASCONCELOS	72	0	0.00
MG	DIONISIO	222	3	1.35
MG	DIVINESIA	73	2	2.74
MG	DIVINO	384	10	2.60
MG	DIVINO DAS LARANJEIRAS	146	11	7.53
MG	DIVINOLANDIA DE MINAS	295	15	5.08
MG	DIVINOPOLIS	7534	177	2.35
MG	DIVISA ALEGRE	180	2	1.11
MG	DIVISA NOVA	195	2	1.03
MG	DIVISOPOLIS	210	5	2.38
MG	DOM BOSCO	186	11	5.91
MG	DOM CAVATI	211	8	3.79
MG	DOM JOAQUIM	126	1	0.79
MG	DOM SILVERIO	199	2	1.01
MG	DOM VICOSO	60	0	0.00
MG	DONA EUSEBIA	144	3	2.08
MG	DORES DE CAMPOS	257	1	0.39
MG	DORES DE GUANHAES	50	4	8.00
MG	DORES DO INDAIA	457	13	2.84
MG	DORES DO TURVO	88	1	1.14
MG	DORESOPOLIS	28	0	0.00
MG	DOURADOQUARA	77	3	3.90
MG	DURANDE	93	4	4.30
MG	ELOI MENDES	635	8	1.26
MG	ENGENHEIRO CALDAS	361	15	4.16
MG	ENGENHEIRO NAVARRO	158	4	2.53
MG	ENTRE FOLHAS	334	15	4.49
MG	ENTRE RIOS DE MINAS	596	9	1.51
MG	ERVALIA	507	10	1.97
MG	ESMERALDAS	1517	41	2.70
MG	ESPERA FELIZ	447	9	2.01
MG	ESPINOSA	646	6	0.93
MG	ESPIRITO SANTO DO DOURADO	59	0	0.00
MG	ESTIVA	234	0	0.00
MG	ESTRELA DALVA	44	0	0.00
MG	ESTRELA DO INDAIA	90	0	0.00
MG	ESTRELA DO SUL	122	0	0.00
MG	EUGENOPOLIS	166	4	2.41
MG	EWBANK DA CAMARA	103	2	1.94
MG	EXTREMA	683	14	2.05
MG	FAMA	41	0	0.00
MG	FARIA LEMOS	40	0	0.00
MG	FELICIO DOS SANTOS	280	14	5.00
MG	FELISBURGO	122	3	2.46
MG	FELIXLANDIA	397	15	3.78
MG	FERNANDES TOURINHO	150	4	2.67
MG	FERROS	181	4	2.21
MG	FERVEDOURO	108	7	6.48
MG	FLORESTAL	439	13	2.96
MG	FORMIGA	1641	21	1.28
MG	FORMOSO	95	3	3.16
MG	FORTALEZA DE MINAS	33	1	3.03
MG	FORTUNA DE MINAS	68	0	0.00
MG	FRANCISCO BADARO	276	5	1.81
MG	FRANCISCO DUMONT	108	2	1.85
MG	FRANCISCO SA	636	11	1.73
MG	FRANCISCOPOLIS	158	4	2.53
MG	FREI GASPAR	142	3	2.11
MG	FREI INOCENCIO	236	7	2.97
MG	FREI LAGONEGRO	151	6	3.97
MG	FRONTEIRA	199	2	1.01
MG	FRONTEIRA DOS VALES	61	0	0.00
MG	FRUTA DE LEITE	42	2	4.76
MG	FRUTAL	1310	24	1.83
MG	FUNILANDIA	65	1	1.54
MG	GALILEIA	157	7	4.46
MG	GAMELEIRAS	53	6	11.32
MG	GLAUCILANDIA	47	0	0.00
MG	GOIABEIRA	36	1	2.78
MG	GOIANA	90	1	1.11
MG	GONCALVES	81	2	2.47
MG	GONZAGA	146	5	3.42
MG	GOUVEIA	633	8	1.26
MG	GOVERNADOR VALADARES	10771	292	2.71
MG	GOVERNADOR VALADARS	1	0	0.00
MG	GOVERNADOR VALADRES	1	0	0.00
MG	GRAO MOGOL	429	8	1.86
MG	GRUPIARA	19	0	0.00
MG	GUANHAES	1431	42	2.94
MG	GUAPE	285	5	1.75
MG	GUARACIABA	179	12	6.70
MG	GUARACIAMA	128	1	0.78
MG	GUARANESIA	420	3	0.71
MG	GUARANI	206	3	1.46
MG	GUARARA	63	1	1.59
MG	GUARDA-MOR	179	9	5.03
MG	GUAXUPE	1459	14	0.96
MG	GUIDOVAL	132	4	3.03
MG	GUIMARANIA	198	9	4.55
MG	GUIRICEMA	204	2	0.98
MG	GURINHATA	100	2	2.00
MG	HELIODORA	178	0	0.00
MG	IAPU	234	15	6.41
MG	IBERTIOGA	131	7	5.34
MG	IBIA	426	7	1.64
MG	IBIAI	83	1	1.20
MG	IBIRACATU	117	7	5.98
MG	IBIRACI	241	0	0.00
MG	IBIRITE	4713	155	3.29
MG	IBITIURA DE MINAS	75	3	4.00
MG	IBITURUNA	99	1	1.01
MG	ICARAI DE MINAS	364	11	3.02
MG	IGARAPE	1021	23	2.25
MG	IGARATINGA	97	7	7.22
MG	IGUATAMA	149	3	2.01
MG	IJACI	154	4	2.60
MG	ILICINEA	415	15	3.61
MG	IMBE DE MINAS	251	3	1.20
MG	INCONFIDENTES	243	2	0.82
MG	INDAIABIRA	174	2	1.15
MG	INDIANOPOLIS	138	3	2.17
MG	INGAI	42	0	0.00
MG	INHAPIM	747	29	3.88
MG	INHAUMA	123	2	1.63
MG	INIMUTABA	174	3	1.72
MG	IPABA	368	17	4.62
MG	IPANEMA	482	9	1.87
MG	IPATINGA	9119	349	3.83
MG	IPIACU	64	1	1.56
MG	IPUIUNA	266	0	0.00
MG	IRAI DE MINAS	237	2	0.84
MG	ITABIRA	4070	113	2.78
MG	ITABIRINHA	160	6	3.75
MG	ITABIRITO	1718	45	2.62
MG	ITACAMBIRA	90	8	8.89
MG	ITACARAMBI	562	18	3.20
MG	ITAGUARA	262	10	3.82
MG	ITAIPE	436	13	2.98
MG	ITAJUBA	4505	31	0.69
MG	ITAMARANDIBA	1559	21	1.35
MG	ITAMARATI DE MINAS	40	2	5.00
MG	ITAMBACURI	737	9	1.22
MG	ITAMBE DO MATO DENTRO	38	0	0.00
MG	ITAMOGI	324	2	0.62
MG	ITAMONTE	314	1	0.32
MG	ITANHANDU	426	0	0.00
MG	ITANHOMI	386	18	4.66
MG	ITAOBIM	909	17	1.87
MG	ITAPAGIPE	434	3	0.69
MG	ITAPECERICA	540	6	1.11
MG	ITAPEVA	192	0	0.00
MG	ITATIAIUCU	270	7	2.59
MG	ITATIIUCU	1	0	0.00
MG	ITAU DE MINAS	348	1	0.29
MG	ITAUNA	2866	61	2.13
MG	ITAVERAVA	71	0	0.00
MG	ITINGA	345	15	4.35
MG	ITUETA	123	3	2.44
MG	ITUIUTABA	3963	112	2.83
MG	ITUMIRIM	166	2	1.20
MG	ITURAMA	866	24	2.77
MG	ITUTINGA	82	0	0.00
MG	JABOTICATUBAS	399	3	0.75
MG	JACINTO	220	4	1.82
MG	JACUI	138	2	1.45
MG	JACUTINGA	506	8	1.58
MG	JAGUARACU	50	5	10.00
MG	JAIBA	830	22	2.65
MG	JAMPRUCA	86	2	2.33
MG	JANAUBA	2662	50	1.88
MG	JANUARIA	2612	56	2.14
MG	JAPARAIBA	89	0	0.00
MG	JAPONVAR	117	2	1.71
MG	JECEABA	101	2	1.98
MG	JENIPAPO DE MINAS	213	6	2.82
MG	JEQUERI	233	6	2.58
MG	JEQUITAI	154	7	4.55
MG	JEQUITIBA	70	2	2.86
MG	JEQUITINHONHA	372	5	1.34
MG	JESUANIA	124	0	0.00
MG	JOAIMA	219	8	3.65
MG	JOANESIA	59	0	0.00
MG	JOAO MONLEVADE	3441	97	2.82
MG	JOAO PINHEIRO	1920	91	4.74
MG	JOAQUIM FELICIO	42	3	7.14
MG	JORDANIA	286	8	2.80
MG	JOSE GONCALVES DE MINAS	137	3	2.19
MG	JOSE RAYDAN	120	2	1.67
MG	JOSENOPOLIS	93	2	2.15
MG	JUATUBA	658	31	4.71
MG	JUIZ DE FORA	19721	263	1.33
MG	JURAMENTO	50	3	6.00
MG	JURUAIA	189	3	1.59
MG	JUVENILIA	137	0	0.00
MG	LADAINHA	340	12	3.53
MG	LAGAMAR	294	18	6.12
MG	LAGOA DA PRATA	1263	34	2.69
MG	LAGOA DOS PATOS	98	9	9.18
MG	LAGOA DOURADA	506	6	1.19
MG	LAGOA FORMOSA	425	10	2.35
MG	LAGOA GRANDE	434	35	8.06
MG	LAGOA SANTA	1870	35	1.87
MG	LAJINHA	400	10	2.50
MG	LAMBARI	670	5	0.75
MG	LAMIM	96	2	2.08
MG	LARANJAL	129	4	3.10
MG	LASSANCE	138	3	2.17
MG	LAVRAS	4574	97	2.12
MG	LEANDRO FERREIRA	63	1	1.59
MG	LEME DO PRADO	286	8	2.80
MG	LEOPOLDINA	1205	10	0.83
MG	LIBERDADE	158	0	0.00
MG	LIMA DUARTE	509	10	1.96
MG	LIMEIRA DO OESTE	156	2	1.28
MG	LONTRA	262	3	1.15
MG	LUISBURGO	125	6	4.80
MG	LUISLANDIA	138	7	5.07
MG	LUMINARIAS	196	5	2.55
MG	LUZ	444	12	2.70
MG	MACHACALIS	192	6	3.13
MG	MACHADO	1040	9	0.87
MG	MADRE DE DEUS DE MINAS	146	3	2.05
MG	MALACACHETA	560	13	2.32
MG	MAMONAS	52	5	9.62
MG	MANGA	435	12	2.76
MG	MANHUACU	3233	97	3.00
MG	MANHUMIRIM	698	13	1.86
MG	MANTENA	796	18	2.26
MG	MAR DE ESPANHA	194	1	0.52
MG	MARAVILHAS	204	12	5.88
MG	MARIA DA FE	508	7	1.38
MG	MARIAN	1	0	0.00
MG	MARIANA	3651	200	5.48
MG	MARILAC	105	2	1.90
MG	MARIO CAMPOS	264	8	3.03
MG	MARIPA DE MINAS	79	0	0.00
MG	MARLIERIA	118	5	4.24
MG	MARMELOPOLIS	60	0	0.00
MG	MARTINHO CAMPOS	346	9	2.60
MG	MARTINS SOARES	120	3	2.50
MG	MATA VERDE	198	8	4.04
MG	MATERLANDIA	154	2	1.30
MG	MATEUS LEME	663	33	4.98
MG	MATHIAS LOBATO	107	3	2.80
MG	MATIAS BARBOSA	395	5	1.27
MG	MATIAS CARDOSO	115	4	3.48
MG	MATIPO	410	16	3.90
MG	MATO VERDE	279	8	2.87
MG	MATOZINHOS	1193	31	2.60
MG	MATUTINA	98	4	4.08
MG	MEDEIROS	67	0	0.00
MG	MEDINA	353	10	2.83
MG	MENDES PIMENTEL	168	7	4.17
MG	MERCES	202	7	3.47
MG	MESQUITA	69	2	2.90
MG	MINAS NOVAS	1206	22	1.82
MG	MINDURI	107	2	1.87
MG	MIRABELA	306	7	2.29
MG	MIRADOURO	189	2	1.06
MG	MIRAI	222	2	0.90
MG	MIRAVANIA	48	0	0.00
MG	MOEDA	66	1	1.52
MG	MOEMA	187	3	1.60
MG	MONJOLOS	127	5	3.94
MG	MONSENHOR PAULO	174	2	1.15
MG	MONTALVANIA	298	11	3.69
MG	MONTE ALEGRE DE MINAS	420	11	2.62
MG	MONTE AZUL	316	8	2.53
MG	MONTE BELO	363	3	0.83
MG	MONTE CARMELO	1871	47	2.51
MG	MONTE FORMOSO	48	0	0.00
MG	MONTE SANTO DE MINAS	500	6	1.20
MG	MONTE SIAO	341	5	1.47
MG	MONTES CLAROS	16906	423	2.50
MG	MONTEZUMA	101	2	1.98
MG	MORADA NOVA DE MINAS	142	2	1.41
MG	MORRO DA GARCA	49	0	0.00
MG	MORRO DO PILAR	33	0	0.00
MG	MUNHOZ	93	3	3.23
MG	MURIAE	3181	64	2.01
MG	MUTUM	952	25	2.63
MG	MUZAMBINHO	738	4	0.54
MG	NACIP RAYDAN	51	3	5.88
MG	NANUQUE	1009	24	2.38
MG	NAQUE	111	8	7.21
MG	NATALANDIA	117	5	4.27
MG	NATERCIA	117	0	0.00
MG	NAZARENO	269	4	1.49
MG	NEPOMUCENO	872	14	1.61
MG	NINHEIRA	197	4	2.03
MG	NOVA BELEM	30	1	3.33
MG	NOVA ERA	631	9	1.43
MG	NOVA LIMA	2778	67	2.41
MG	NOVA MODICA	72	7	9.72
MG	NOVA PONTE	207	3	1.45
MG	NOVA PORTEIRINHA	146	2	1.37
MG	NOVA RESENDE	328	1	0.30
MG	NOVA SERRANA	1528	46	3.01
MG	NOVA UNIAO	155	0	0.00
MG	NOVO CRUZEIRO	626	24	3.83
MG	NOVO ORIENTE DE MINAS	250	12	4.80
MG	NOVORIZONTE	94	0	0.00
MG	OLARIA	74	1	1.35
MG	OLHOS-D AGUA	136	5	3.68
MG	OLIMPIO NORONHA	62	0	0.00
MG	OLIVEIRA	971	9	0.93
MG	OLIVEIRA FORTES	36	0	0.00
MG	ONCA DE PITANGUI	44	1	2.27
MG	ORATORIOS	98	1	1.02
MG	ORIZANIA	124	8	6.45
MG	OURO BRANCO	1788	53	2.96
MG	OURO FINO	633	5	0.79
MG	OURO PETO	1	0	0.00
MG	OURO PRETO	5590	219	3.92
MG	OURO VERDE DE MINAS	225	7	3.11
MG	PADRE CARVALHO	78	2	2.56
MG	PADRE PARAISO	356	11	3.09
MG	PAI PEDRO	133	0	0.00
MG	PAINEIRAS	150	3	2.00
MG	PAINS	125	2	1.60
MG	PAIVA	48	0	0.00
MG	PALMA	134	0	0.00
MG	PALMOPOLIS	78	0	0.00
MG	PAPAGAIOS	330	5	1.52
MG	PARA DE MINAS	2383	62	2.60
MG	PARACATU	3235	137	4.23
MG	PARAGUACU	679	6	0.88
MG	PARAISOPOLIS	576	0	0.00
MG	PARAOPEBA	793	20	2.52
MG	PASSA QUATRO	265	2	0.75
MG	PASSA TEMPO	134	1	0.75
MG	PASSABEM	32	1	3.13
MG	PASSA-VINTE	75	2	2.67
MG	PASSOS	1945	20	1.03
MG	PATIS	84	0	0.00
MG	PATOS DE MINAS	4552	138	3.03
MG	PATROCINIO	2954	53	1.79
MG	PATROCINIO DO MURIAE	101	1	0.99
MG	PAULA CANDIDO	327	3	0.92
MG	PAULISTAS	72	0	0.00
MG	PAVAO	239	10	4.18
MG	PCOS DE CALDAS	1	0	0.00
MG	PECANHA	309	4	1.29
MG	PEDRA AZUL	315	5	1.59
MG	PEDRA BONITA	72	3	4.17
MG	PEDRA DO ANTA	154	4	2.60
MG	PEDRA DO INDAIA	73	0	0.00
MG	PEDRA DOURADA	61	0	0.00
MG	PEDRALVA	373	4	1.07
MG	PEDRAS DE MARIA DA CRUZ	244	3	1.23
MG	PEDRINOPOLIS	46	1	2.17
MG	PEDRO LEOPOLDO	1592	38	2.39
MG	PEDRO TEIXEIRA	74	3	4.05
MG	PEQUERI	31	1	3.23
MG	PEQUI	69	2	2.90
MG	PERDIGAO	120	2	1.67
MG	PERDIZES	203	4	1.97
MG	PERDOES	628	12	1.91
MG	PERIQUITO	77	1	1.30
MG	PESCADOR	121	3	2.48
MG	PIAU	62	1	1.61
MG	PIEDADE DE CARATINGA	228	14	6.14
MG	PIEDADE DE PONTE NOVA	144	5	3.47
MG	PIEDADE DO RIO GRANDE	147	1	0.68
MG	PIEDADE DOS GERAIS	149	7	4.70
MG	PIMENTA	173	6	3.47
MG	PINGO-D AGUA	84	6	7.14
MG	PINTOPOLIS	101	5	4.95
MG	PIRACEMA	130	0	0.00
MG	PIRAJUBA	40	1	2.50
MG	PIRANGA	444	1	0.23
MG	PIRANGUCU	120	0	0.00
MG	PIRANGUINHO	348	0	0.00
MG	PIRAPETINGA	315	2	0.63
MG	PIRAPORA	1865	50	2.68
