id	qtdtotal	qtdamarelo	qtdindigeno	qtdpreto	qtdpardo	qtdbranco	qtdcota	prcamarelo	prcindigeno	prcpreto	prcpardo	prcbranco	prccota
4453	237	2	0	6	24	200	200	0.84	0.00	2.53	10.13	84.39	12.66
4454	2845	28	4	87	303	2372	2372	0.98	0.14	3.06	10.65	83.37	13.85
4455	3678	23	7	262	311	3002	3002	0.63	0.19	7.12	8.46	81.62	15.77
4456	867	3	0	27	123	645	645	0.35	0.00	3.11	14.19	74.39	17.30
4457	248	2	0	5	14	225	225	0.81	0.00	2.02	5.65	90.73	7.66
4458	63	1	0	6	10	46	46	1.59	0.00	9.52	15.87	73.02	25.40
4459	133	2	0	4	8	118	118	1.50	0.00	3.01	6.02	88.72	9.02
4460	155	1	0	1	13	128	128	0.65	0.00	0.65	8.39	82.58	9.03
4461	56	1	0	0	3	50	50	1.79	0.00	0.00	5.36	89.29	5.36
4462	116	0	0	8	5	102	102	0.00	0.00	6.90	4.31	87.93	11.21
4463	429	1	0	8	23	394	394	0.23	0.00	1.86	5.36	91.84	7.23
4464	18	0	0	0	1	17	17	0.00	0.00	0.00	5.56	94.44	5.56
4465	176	1	3	7	12	150	150	0.57	1.70	3.98	6.82	85.23	12.50
4466	226	0	0	2	11	194	194	0.00	0.00	0.88	4.87	85.84	5.75
4467	69	0	0	0	1	58	58	0.00	0.00	0.00	1.45	84.06	1.45
4468	155	0	0	5	3	147	147	0.00	0.00	3.23	1.94	94.84	5.16
4469	80	0	0	7	9	61	61	0.00	0.00	8.75	11.25	76.25	20.00
4470	129	1	0	3	19	106	106	0.78	0.00	2.33	14.73	82.17	17.05
4471	406	1	0	18	52	331	331	0.25	0.00	4.43	12.81	81.53	17.24
4472	936	5	3	27	93	798	798	0.53	0.32	2.88	9.94	85.26	13.14
4473	98	0	0	0	5	89	89	0.00	0.00	0.00	5.10	90.82	5.10
4474	701	2	2	22	72	600	600	0.29	0.29	3.14	10.27	85.59	13.69
4475	340	4	1	9	25	295	295	1.18	0.29	2.65	7.35	86.76	10.29
4476	413	1	1	34	35	331	331	0.24	0.24	8.23	8.47	80.15	16.95
4477	950	10	5	41	78	797	797	1.05	0.53	4.32	8.21	83.89	13.05
4478	720	2	4	21	28	655	655	0.28	0.56	2.92	3.89	90.97	7.36
4479	87	1	0	3	7	76	76	1.15	0.00	3.45	8.05	87.36	11.49
4480	173	0	1	11	18	138	138	0.00	0.58	6.36	10.40	79.77	17.34
4481	410	1	9	6	45	346	346	0.24	2.20	1.46	10.98	84.39	14.63
4482	353	3	0	14	17	316	316	0.85	0.00	3.97	4.82	89.52	8.78
4483	618	5	0	17	32	546	546	0.81	0.00	2.75	5.18	88.35	7.93
4484	57	0	0	0	12	45	45	0.00	0.00	0.00	21.05	78.95	21.05
4485	87	0	0	0	3	83	83	0.00	0.00	0.00	3.45	95.40	3.45
4486	50	0	0	0	0	50	50	0.00	0.00	0.00	0.00	100.00	0.00
4487	1405	7	3	46	99	1238	1238	0.50	0.21	3.27	7.05	88.11	10.53
4488	1401	3	1	87	94	1203	1203	0.21	0.07	6.21	6.71	85.87	12.99
4489	20	0	0	0	2	18	18	0.00	0.00	0.00	10.00	90.00	10.00
4490	73	0	0	2	0	69	69	0.00	0.00	2.74	0.00	94.52	2.74
4491	409	2	0	7	15	382	382	0.49	0.00	1.71	3.67	93.40	5.38
4492	479	4	0	16	67	379	379	0.84	0.00	3.34	13.99	79.12	17.33
4493	747	9	0	10	69	647	647	1.20	0.00	1.34	9.24	86.61	10.58
4494	97	0	0	6	4	87	87	0.00	0.00	6.19	4.12	89.69	10.31
4495	122	0	1	1	12	85	85	0.00	0.82	0.82	9.84	69.67	11.48
4496	651	4	0	12	44	585	585	0.61	0.00	1.84	6.76	89.86	8.60
4497	93	1	0	0	12	77	77	1.08	0.00	0.00	12.90	82.80	12.90
4498	484	4	1	21	26	428	428	0.83	0.21	4.34	5.37	88.43	9.92
4499	166	0	0	2	9	132	132	0.00	0.00	1.20	5.42	79.52	6.63
4500	60	0	0	0	7	49	49	0.00	0.00	0.00	11.67	81.67	11.67
4501	52	1	0	0	2	47	47	1.92	0.00	0.00	3.85	90.38	3.85
4502	550	1	2	30	41	470	470	0.18	0.36	5.45	7.45	85.45	13.27
4503	63	0	1	0	3	59	59	0.00	1.59	0.00	4.76	93.65	6.35
4504	282	0	1	3	10	251	251	0.00	0.35	1.06	3.55	89.01	4.96
4505	140	1	0	8	4	126	126	0.71	0.00	5.71	2.86	90.00	8.57
4506	70	0	0	1	1	68	68	0.00	0.00	1.43	1.43	97.14	2.86
4507	45	0	0	0	0	45	45	0.00	0.00	0.00	0.00	100.00	0.00
4508	96	0	0	2	9	75	75	0.00	0.00	2.08	9.38	78.13	11.46
4509	5985	22	16	466	923	4429	4429	0.37	0.27	7.79	15.42	74.00	23.48
4510	1441	19	2	73	215	1079	1079	1.32	0.14	5.07	14.92	74.88	20.12
4511	138	0	0	4	8	126	126	0.00	0.00	2.90	5.80	91.30	8.70
4512	127	0	0	5	8	104	104	0.00	0.00	3.94	6.30	81.89	10.24
4513	68	0	0	4	4	60	60	0.00	0.00	5.88	5.88	88.24	11.76
4514	78	0	0	3	4	71	71	0.00	0.00	3.85	5.13	91.03	8.97
4515	1793	8	3	149	86	1522	1522	0.45	0.17	8.31	4.80	84.89	13.27
4516	1	0	0	0	0	1	1	0.00	0.00	0.00	0.00	100.00	0.00
4517	1	0	0	0	0	1	1	0.00	0.00	0.00	0.00	100.00	0.00
4518	476	4	1	37	31	395	395	0.84	0.21	7.77	6.51	82.98	14.50
4519	707	4	3	34	68	595	595	0.57	0.42	4.81	9.62	84.16	14.85
4520	14	0	0	0	0	14	14	0.00	0.00	0.00	0.00	100.00	0.00
4521	170	1	0	3	11	154	154	0.59	0.00	1.76	6.47	90.59	8.24
4522	7379	30	30	1055	857	5306	5306	0.41	0.41	14.30	11.61	71.91	26.32
4523	78	0	1	2	11	64	64	0.00	1.28	2.56	14.10	82.05	17.95
4524	102	2	0	5	10	85	85	1.96	0.00	4.90	9.80	83.33	14.71
4525	84	0	0	2	5	55	55	0.00	0.00	2.38	5.95	65.48	8.33
4526	60	0	0	2	1	57	57	0.00	0.00	3.33	1.67	95.00	5.00
4527	94	0	0	0	4	90	90	0.00	0.00	0.00	4.26	95.74	4.26
4528	79	0	1	7	4	65	65	0.00	1.27	8.86	5.06	82.28	15.19
4529	61	0	0	1	3	57	57	0.00	0.00	1.64	4.92	93.44	6.56
4530	23	0	0	1	1	20	20	0.00	0.00	4.35	4.35	86.96	8.70
4531	84	1	0	5	4	63	63	1.19	0.00	5.95	4.76	75.00	10.71
4532	71	0	0	1	6	63	63	0.00	0.00	1.41	8.45	88.73	9.86
4533	35	0	0	0	0	34	34	0.00	0.00	0.00	0.00	97.14	0.00
4534	290	2	0	23	21	240	240	0.69	0.00	7.93	7.24	82.76	15.17
4535	43	0	0	0	1	41	41	0.00	0.00	0.00	2.33	95.35	2.33
4536	499	6	6	18	92	369	369	1.20	1.20	3.61	18.44	73.95	23.25
4537	92	0	0	1	6	84	84	0.00	0.00	1.09	6.52	91.30	7.61
4538	87	1	1	3	0	78	78	1.15	1.15	3.45	0.00	89.66	4.60
4539	106	1	0	1	5	96	96	0.94	0.00	0.94	4.72	90.57	5.66
4540	92	0	0	1	16	75	75	0.00	0.00	1.09	17.39	81.52	18.48
4541	85	1	0	6	12	64	64	1.18	0.00	7.06	14.12	75.29	21.18
4542	91	0	0	1	7	83	83	0.00	0.00	1.10	7.69	91.21	8.79
4543	139	2	0	1	5	130	130	1.44	0.00	0.72	3.60	93.53	4.32
4544	50	1	0	2	6	41	41	2.00	0.00	4.00	12.00	82.00	16.00
4545	132	1	0	0	8	120	120	0.76	0.00	0.00	6.06	90.91	6.06
4546	50	0	0	1	3	46	46	0.00	0.00	2.00	6.00	92.00	8.00
4547	90	2	2	1	15	70	70	2.22	2.22	1.11	16.67	77.78	20.00
4548	50	0	1	0	0	49	49	0.00	2.00	0.00	0.00	98.00	2.00
4549	157	0	0	4	5	148	148	0.00	0.00	2.55	3.18	94.27	5.73
4550	68	0	0	0	5	63	63	0.00	0.00	0.00	7.35	92.65	7.35
4551	78	0	0	2	3	73	73	0.00	0.00	2.56	3.85	93.59	6.41
4552	332	4	1	21	41	257	257	1.20	0.30	6.33	12.35	77.41	18.98
4553	1203	14	0	22	105	1055	1055	1.16	0.00	1.83	8.73	87.70	10.56
4554	100	2	0	1	9	88	88	2.00	0.00	1.00	9.00	88.00	10.00
4555	75	1	0	0	0	74	74	1.33	0.00	0.00	0.00	98.67	0.00
4556	52	0	0	0	3	47	47	0.00	0.00	0.00	5.77	90.38	5.77
4557	68	0	0	1	2	65	65	0.00	0.00	1.47	2.94	95.59	4.41
4558	65	0	0	1	4	58	58	0.00	0.00	1.54	6.15	89.23	7.69
4559	93	0	0	0	0	93	93	0.00	0.00	0.00	0.00	100.00	0.00
4560	145	1	0	8	12	123	123	0.69	0.00	5.52	8.28	84.83	13.79
4561	82	4	0	2	9	65	65	4.88	0.00	2.44	10.98	79.27	13.41
4562	2230	29	10	92	311	1752	1752	1.30	0.45	4.13	13.95	78.57	18.52
4563	147	1	0	6	10	127	127	0.68	0.00	4.08	6.80	86.39	10.88
4564	249	2	0	10	29	206	206	0.80	0.00	4.02	11.65	82.73	15.66
4565	44	0	0	1	8	35	35	0.00	0.00	2.27	18.18	79.55	20.45
4566	38	0	0	0	6	32	32	0.00	0.00	0.00	15.79	84.21	15.79
4567	352	5	3	13	54	270	270	1.42	0.85	3.69	15.34	76.70	19.89
4568	126	0	0	0	4	122	122	0.00	0.00	0.00	3.17	96.83	3.17
4569	80	0	1	1	6	71	71	0.00	1.25	1.25	7.50	88.75	10.00
4570	87	0	0	1	1	58	58	0.00	0.00	1.15	1.15	66.67	2.30
4571	880	12	4	51	86	717	717	1.36	0.45	5.80	9.77	81.48	16.02
4572	2856	22	5	74	289	2428	2428	0.77	0.18	2.59	10.12	85.01	12.89
4573	33	1	0	0	2	29	29	3.03	0.00	0.00	6.06	87.88	6.06
4574	59	0	0	1	11	45	45	0.00	0.00	1.69	18.64	76.27	20.34
4575	65	2	0	3	16	44	44	3.08	0.00	4.62	24.62	67.69	29.23
4576	52	0	0	0	5	47	47	0.00	0.00	0.00	9.62	90.38	9.62
4577	91	0	1	0	3	85	85	0.00	1.10	0.00	3.30	93.41	4.40
4578	408	18	1	10	67	302	302	4.41	0.25	2.45	16.42	74.02	19.12
4579	23	0	0	1	0	22	22	0.00	0.00	4.35	0.00	95.65	4.35
4580	449	2	0	8	21	416	416	0.45	0.00	1.78	4.68	92.65	6.46
4581	44	1	0	2	2	39	39	2.27	0.00	4.55	4.55	88.64	9.09
4582	42	0	0	1	12	28	28	0.00	0.00	2.38	28.57	66.67	30.95
4583	1	0	0	0	0	1	1	0.00	0.00	0.00	0.00	100.00	0.00
4584	1301	18	4	48	180	1034	1034	1.38	0.31	3.69	13.84	79.48	17.83
4585	608	7	4	9	88	488	488	1.15	0.66	1.48	14.47	80.26	16.61
4586	148	0	0	2	5	136	136	0.00	0.00	1.35	3.38	91.89	4.73
4587	28	1	0	0	11	15	15	3.57	0.00	0.00	39.29	53.57	39.29
4588	928	14	3	29	170	684	684	1.51	0.32	3.13	18.32	73.71	21.77
4589	133	2	0	3	15	113	113	1.50	0.00	2.26	11.28	84.96	13.53
4590	48	0	0	0	10	38	38	0.00	0.00	0.00	20.83	79.17	20.83
4591	241	1	0	6	38	190	190	0.41	0.00	2.49	15.77	78.84	18.26
4592	480	5	1	11	67	392	392	1.04	0.21	2.29	13.96	81.67	16.46
4593	136	0	0	6	5	124	124	0.00	0.00	4.41	3.68	91.18	8.09
4594	739	3	1	11	64	647	647	0.41	0.14	1.49	8.66	87.55	10.28
4595	18	1	0	0	2	14	14	5.56	0.00	0.00	11.11	77.78	11.11
4596	334	4	0	3	64	262	262	1.20	0.00	0.90	19.16	78.44	20.06
4597	251	2	0	32	21	194	194	0.80	0.00	12.75	8.37	77.29	21.12
4598	177	5	0	1	28	141	141	2.82	0.00	0.56	15.82	79.66	16.38
4599	99	0	0	2	5	88	88	0.00	0.00	2.02	5.05	88.89	7.07
4600	42	2	0	0	4	35	35	4.76	0.00	0.00	9.52	83.33	9.52
4601	23	0	0	0	5	18	18	0.00	0.00	0.00	21.74	78.26	21.74
4602	1	0	0	0	0	1	1	0.00	0.00	0.00	0.00	100.00	0.00
4603	70	0	0	0	2	67	67	0.00	0.00	0.00	2.86	95.71	2.86
4604	4994	104	18	142	738	3912	3912	2.08	0.36	2.84	14.78	78.33	17.98
4605	170	0	0	5	7	156	156	0.00	0.00	2.94	4.12	91.76	7.06
4606	1331	10	4	34	123	1151	1151	0.75	0.30	2.55	9.24	86.48	12.10
4607	79	0	0	1	16	57	57	0.00	0.00	1.27	20.25	72.15	21.52
4608	257	1	0	10	27	216	216	0.39	0.00	3.89	10.51	84.05	14.40
4609	73	2	0	2	10	56	56	2.74	0.00	2.74	13.70	76.71	16.44
4610	226	1	0	5	23	192	192	0.44	0.00	2.21	10.18	84.96	12.39
4611	129	1	1	1	13	109	109	0.78	0.78	0.78	10.08	84.50	11.63
4612	2114	16	7	116	175	1779	1779	0.76	0.33	5.49	8.28	84.15	14.10
4613	180	1	0	1	5	171	171	0.56	0.00	0.56	2.78	95.00	3.33
4614	47	0	0	0	1	46	46	0.00	0.00	0.00	2.13	97.87	2.13
4615	442	3	3	10	68	352	352	0.68	0.68	2.26	15.38	79.64	18.33
4616	173	0	0	4	10	158	158	0.00	0.00	2.31	5.78	91.33	8.09
4617	310	3	1	7	51	243	243	0.97	0.32	2.26	16.45	78.39	19.03
4618	32	0	0	0	0	32	32	0.00	0.00	0.00	0.00	100.00	0.00
4619	32	0	0	0	1	29	29	0.00	0.00	0.00	3.13	90.63	3.13
4620	53	0	7	0	6	39	39	0.00	13.21	0.00	11.32	73.58	24.53
4621	46	1	0	2	2	38	38	2.17	0.00	4.35	4.35	82.61	8.70
4622	46	1	0	4	4	34	34	2.17	0.00	8.70	8.70	73.91	17.39
4623	209	0	0	8	36	161	161	0.00	0.00	3.83	17.22	77.03	21.05
4624	38	0	0	0	6	32	32	0.00	0.00	0.00	15.79	84.21	15.79
4625	10373	108	26	551	1135	8418	8418	1.04	0.25	5.31	10.94	81.15	16.50
4626	72	1	0	1	8	56	56	1.39	0.00	1.39	11.11	77.78	12.50
4627	172	1	0	1	11	157	157	0.58	0.00	0.58	6.40	91.28	6.98
4628	706	14	8	26	129	516	516	1.98	1.13	3.68	18.27	73.09	23.09
4629	49	0	0	1	16	32	32	0.00	0.00	2.04	32.65	65.31	34.69
4630	87	1	0	3	12	70	70	1.15	0.00	3.45	13.79	80.46	17.24
4631	486	4	2	24	38	414	414	0.82	0.41	4.94	7.82	85.19	13.17
4632	198	1	1	9	33	151	151	0.51	0.51	4.55	16.67	76.26	21.72
4633	470	5	0	15	31	417	417	1.06	0.00	3.19	6.60	88.72	9.79
4634	168	1	0	1	7	159	159	0.60	0.00	0.60	4.17	94.64	4.76
4635	73	0	0	3	4	66	66	0.00	0.00	4.11	5.48	90.41	9.59
4636	163	0	0	4	7	152	152	0.00	0.00	2.45	4.29	93.25	6.75
4637	138	0	0	3	14	119	119	0.00	0.00	2.17	10.14	86.23	12.32
4638	233	3	0	2	11	216	216	1.29	0.00	0.86	4.72	92.70	5.58
4639	443	7	0	15	52	354	354	1.58	0.00	3.39	11.74	79.91	15.12
4640	126	2	1	4	11	108	108	1.59	0.79	3.17	8.73	85.71	12.70
4641	62	0	0	0	6	53	53	0.00	0.00	0.00	9.68	85.48	9.68
4642	271	6	4	4	43	210	210	2.21	1.48	1.48	15.87	77.49	18.82
4643	33	1	0	0	2	29	29	3.03	0.00	0.00	6.06	87.88	6.06
4644	76	0	0	0	8	67	67	0.00	0.00	0.00	10.53	88.16	10.53
4645	149	3	3	3	7	130	130	2.01	2.01	2.01	4.70	87.25	8.72
4646	657	7	1	24	27	595	595	1.07	0.15	3.65	4.11	90.56	7.91
4647	1	0	0	0	0	1	1	0.00	0.00	0.00	0.00	100.00	0.00
4648	98	0	0	1	12	84	84	0.00	0.00	1.02	12.24	85.71	13.27
4649	180	2	0	4	9	163	163	1.11	0.00	2.22	5.00	90.56	7.22
4650	814	4	3	30	40	729	729	0.49	0.37	3.69	4.91	89.56	8.97
4651	121	0	0	0	3	117	117	0.00	0.00	0.00	2.48	96.69	2.48
4652	869	7	0	17	90	746	746	0.81	0.00	1.96	10.36	85.85	12.31
4653	46	0	0	0	1	45	45	0.00	0.00	0.00	2.17	97.83	2.17
4654	92	0	0	3	6	82	82	0.00	0.00	3.26	6.52	89.13	9.78
4655	274	4	0	0	5	263	263	1.46	0.00	0.00	1.82	95.99	1.82
4656	113	0	25	1	10	72	72	0.00	22.12	0.88	8.85	63.72	31.86
4657	155	1	1	5	13	135	135	0.65	0.65	3.23	8.39	87.10	12.26
4658	89	0	0	3	7	78	78	0.00	0.00	3.37	7.87	87.64	11.24
4659	212	3	0	6	24	179	179	1.42	0.00	2.83	11.32	84.43	14.15
4660	64	0	0	1	0	56	56	0.00	0.00	1.56	0.00	87.50	1.56
4661	137	0	0	1	13	122	122	0.00	0.00	0.73	9.49	89.05	10.22
4662	171	0	0	3	18	145	145	0.00	0.00	1.75	10.53	84.80	12.28
4663	249	2	0	2	32	213	213	0.80	0.00	0.80	12.85	85.54	13.65
4664	2245	24	6	133	320	1724	1724	1.07	0.27	5.92	14.25	76.79	20.45
4665	980	6	7	41	119	777	777	0.61	0.71	4.18	12.14	79.29	17.04
4666	598	4	0	13	40	534	534	0.67	0.00	2.17	6.69	89.30	8.86
4667	363	9	3	16	52	276	276	2.48	0.83	4.41	14.33	76.03	19.56
4668	478	0	0	4	37	433	433	0.00	0.00	0.84	7.74	90.59	8.58
4669	99	0	0	3	12	84	84	0.00	0.00	3.03	12.12	84.85	15.15
4670	152	0	0	2	2	145	145	0.00	0.00	1.32	1.32	95.39	2.63
4671	205	0	1	11	12	179	179	0.00	0.49	5.37	5.85	87.32	11.71
4672	1885	20	4	69	222	1478	1478	1.06	0.21	3.66	11.78	78.41	15.65
4673	1	0	0	0	0	1	1	0.00	0.00	0.00	0.00	100.00	0.00
4674	55	1	0	7	5	39	39	1.82	0.00	12.73	9.09	70.91	21.82
4675	510	3	0	12	57	431	431	0.59	0.00	2.35	11.18	84.51	13.53
4676	6990	96	19	264	806	5699	5699	1.37	0.27	3.78	11.53	81.53	15.58
4677	52	0	9	2	2	39	39	0.00	17.31	3.85	3.85	75.00	25.00
4678	49	0	0	0	9	40	40	0.00	0.00	0.00	18.37	81.63	18.37
4679	63	0	0	0	1	62	62	0.00	0.00	0.00	1.59	98.41	1.59
4680	1517	12	4	54	239	1191	1191	0.79	0.26	3.56	15.75	78.51	19.58
4681	749	4	0	33	42	662	662	0.53	0.00	4.41	5.61	88.38	10.01
4682	34	0	0	1	5	27	27	0.00	0.00	2.94	14.71	79.41	17.65
4683	111	3	0	1	10	95	95	2.70	0.00	0.90	9.01	85.59	9.91
4684	144	0	0	5	3	133	133	0.00	0.00	3.47	2.08	92.36	5.56
4685	83	0	0	1	11	63	63	0.00	0.00	1.20	13.25	75.90	14.46
4686	62	0	0	1	1	60	60	0.00	0.00	1.61	1.61	96.77	3.23
4687	96	1	0	3	4	88	88	1.04	0.00	3.13	4.17	91.67	7.29
4688	110	1	0	4	7	98	98	0.91	0.00	3.64	6.36	89.09	10.00
4689	73	0	0	1	7	63	63	0.00	0.00	1.37	9.59	86.30	10.96
4690	150	0	0	2	10	136	136	0.00	0.00	1.33	6.67	90.67	8.00
4691	17	0	0	0	1	15	15	0.00	0.00	0.00	5.88	88.24	5.88
4692	866	6	2	12	71	760	760	0.69	0.23	1.39	8.20	87.76	9.82
4693	55	0	0	1	0	52	52	0.00	0.00	1.82	0.00	94.55	1.82
4694	167	0	0	2	10	152	152	0.00	0.00	1.20	5.99	91.02	7.19
4695	70	0	0	1	5	62	62	0.00	0.00	1.43	7.14	88.57	8.57
4696	546	5	1	16	64	455	455	0.92	0.18	2.93	11.72	83.33	14.84
4697	52	0	0	0	4	48	48	0.00	0.00	0.00	7.69	92.31	7.69
4698	105	2	0	0	6	94	94	1.90	0.00	0.00	5.71	89.52	5.71
4699	41	1	0	0	8	32	32	2.44	0.00	0.00	19.51	78.05	19.51
4700	95	0	0	0	7	88	88	0.00	0.00	0.00	7.37	92.63	7.37
4701	25	0	0	0	1	24	24	0.00	0.00	0.00	4.00	96.00	4.00
4702	98	0	0	2	8	87	87	0.00	0.00	2.04	8.16	88.78	10.20
4703	183	1	0	1	12	167	167	0.55	0.00	0.55	6.56	91.26	7.10
4704	80	4	0	2	21	51	51	5.00	0.00	2.50	26.25	63.75	28.75
4705	89	0	0	2	17	66	66	0.00	0.00	2.25	19.10	74.16	21.35
4706	116	0	0	2	10	103	103	0.00	0.00	1.72	8.62	88.79	10.34
4707	40	0	0	1	2	37	37	0.00	0.00	2.50	5.00	92.50	7.50
4708	795	7	2	32	141	607	607	0.88	0.25	4.03	17.74	76.35	22.01
4709	139	4	0	4	12	115	115	2.88	0.00	2.88	8.63	82.73	11.51
4710	61	2	0	2	3	54	54	3.28	0.00	3.28	4.92	88.52	8.20
4711	116	0	0	2	5	107	107	0.00	0.00	1.72	4.31	92.24	6.03
4712	142	0	0	0	6	135	135	0.00	0.00	0.00	4.23	95.07	4.23
4713	69	0	0	3	13	46	46	0.00	0.00	4.35	18.84	66.67	23.19
4714	295	2	0	5	17	269	269	0.68	0.00	1.69	5.76	91.19	7.46
4715	182	0	1	3	22	153	153	0.00	0.55	1.65	12.09	84.07	14.29
4716	140	4	0	2	13	121	121	2.86	0.00	1.43	9.29	86.43	10.71
4717	71	1	0	2	13	55	55	1.41	0.00	2.82	18.31	77.46	21.13
4718	35	0	0	0	3	32	32	0.00	0.00	0.00	8.57	91.43	8.57
4719	15	0	0	2	6	7	7	0.00	0.00	13.33	40.00	46.67	53.33
4720	2186	24	6	100	207	1814	1814	1.10	0.27	4.57	9.47	82.98	14.32
4721	198	1	0	11	31	151	151	0.51	0.00	5.56	15.66	76.26	21.21
4722	7	0	0	1	0	6	6	0.00	0.00	14.29	0.00	85.71	14.29
4723	364	3	2	9	30	317	317	0.82	0.55	2.47	8.24	87.09	11.26
4724	263	5	0	6	31	215	215	1.90	0.00	2.28	11.79	81.75	14.07
4725	62	0	0	0	1	61	61	0.00	0.00	0.00	1.61	98.39	1.61
4726	143	1	1	1	18	122	122	0.70	0.70	0.70	12.59	85.31	13.99
4727	102	8	0	3	28	63	63	7.84	0.00	2.94	27.45	61.76	30.39
4728	110	1	0	0	3	105	105	0.91	0.00	0.00	2.73	95.45	2.73
4729	28	0	0	0	0	28	28	0.00	0.00	0.00	0.00	100.00	0.00
4730	311	1	1	11	47	249	249	0.32	0.32	3.54	15.11	80.06	18.97
4731	55	0	0	2	1	52	52	0.00	0.00	3.64	1.82	94.55	5.45
4732	113	0	0	2	7	104	104	0.00	0.00	1.77	6.19	92.04	7.96
4733	496	6	0	19	58	405	405	1.21	0.00	3.83	11.69	81.65	15.52
4734	60	0	0	3	6	51	51	0.00	0.00	5.00	10.00	85.00	15.00
4735	93	1	0	5	12	75	75	1.08	0.00	5.38	12.90	80.65	18.28
4736	76	1	0	3	7	65	65	1.32	0.00	3.95	9.21	85.53	13.16
4737	244	1	0	5	24	211	211	0.41	0.00	2.05	9.84	86.48	11.89
4738	62	0	1	1	12	48	48	0.00	1.61	1.61	19.35	77.42	22.58
4739	32	0	0	0	7	24	24	0.00	0.00	0.00	21.88	75.00	21.88
4740	258	8	0	7	74	164	164	3.10	0.00	2.71	28.68	63.57	31.40
4741	261	3	1	16	31	208	208	1.15	0.38	6.13	11.88	79.69	18.39
4742	626	7	2	11	95	498	498	1.12	0.32	1.76	15.18	79.55	17.25
4743	156	3	2	3	7	139	139	1.92	1.28	1.92	4.49	89.10	7.69
4744	231	0	3	3	12	211	211	0.00	1.30	1.30	5.19	91.34	7.79
4745	58	0	0	0	3	55	55	0.00	0.00	0.00	5.17	94.83	5.17
4746	163	1	1	0	3	153	153	0.61	0.61	0.00	1.84	93.87	2.45
4747	27	0	0	0	1	26	26	0.00	0.00	0.00	3.70	96.30	3.70
4748	53	1	1	1	3	47	47	1.89	1.89	1.89	5.66	88.68	9.43
4749	360	5	1	9	25	278	278	1.39	0.28	2.50	6.94	77.22	9.72
4750	29	0	0	0	2	27	27	0.00	0.00	0.00	6.90	93.10	6.90
4751	70	1	0	0	4	65	65	1.43	0.00	0.00	5.71	92.86	5.71
4752	90	2	0	1	2	84	84	2.22	0.00	1.11	2.22	93.33	3.33
4753	92	0	0	2	4	86	86	0.00	0.00	2.17	4.35	93.48	6.52
4754	1185	13	1	28	82	1044	1044	1.10	0.08	2.36	6.92	88.10	9.37
4755	69	1	1	1	4	62	62	1.45	1.45	1.45	5.80	89.86	8.70
4756	46	0	0	0	4	42	42	0.00	0.00	0.00	8.70	91.30	8.70
4757	550	6	2	8	57	473	473	1.09	0.36	1.45	10.36	86.00	12.18
4758	27	0	0	0	2	23	23	0.00	0.00	0.00	7.41	85.19	7.41
4759	181	2	1	13	13	151	151	1.10	0.55	7.18	7.18	83.43	14.92
4760	47	1	0	2	0	43	43	2.13	0.00	4.26	0.00	91.49	4.26
4761	78	0	0	0	3	75	75	0.00	0.00	0.00	3.85	96.15	3.85
4762	100	0	0	2	3	95	95	0.00	0.00	2.00	3.00	95.00	5.00
4763	65	2	0	1	13	49	49	3.08	0.00	1.54	20.00	75.38	21.54
4764	65	0	0	5	2	58	58	0.00	0.00	7.69	3.08	89.23	10.77
4765	113	2	0	1	5	104	104	1.77	0.00	0.88	4.42	92.04	5.31
4766	132	2	1	11	23	94	94	1.52	0.76	8.33	17.42	71.21	26.52
4767	81	1	0	1	11	68	68	1.23	0.00	1.23	13.58	83.95	14.81
4768	42	0	0	0	1	41	41	0.00	0.00	0.00	2.38	97.62	2.38
4769	167	2	0	5	13	147	147	1.20	0.00	2.99	7.78	88.02	10.78
4770	110	0	0	1	9	100	100	0.00	0.00	0.91	8.18	90.91	9.09
4771	57	1	0	1	20	34	34	1.75	0.00	1.75	35.09	59.65	36.84
4772	37	0	0	3	3	26	26	0.00	0.00	8.11	8.11	70.27	16.22
4773	338	2	1	7	13	311	311	0.59	0.30	2.07	3.85	92.01	6.21
4774	1139	10	2	12	120	984	984	0.88	0.18	1.05	10.54	86.39	11.76
4775	83	0	0	2	7	74	74	0.00	0.00	2.41	8.43	89.16	10.84
4776	46	0	0	0	1	45	45	0.00	0.00	0.00	2.17	97.83	2.17
4777	234	1	0	6	20	203	203	0.43	0.00	2.56	8.55	86.75	11.11
4778	31	0	0	0	11	20	20	0.00	0.00	0.00	35.48	64.52	35.48
4779	237	4	2	7	36	184	184	1.69	0.84	2.95	15.19	77.64	18.99
4780	716	13	1	45	110	539	539	1.82	0.14	6.28	15.36	75.28	21.79
4781	282	2	0	5	20	250	250	0.71	0.00	1.77	7.09	88.65	8.87
4782	74	0	0	0	2	72	72	0.00	0.00	0.00	2.70	97.30	2.70
4783	200	0	0	2	6	191	191	0.00	0.00	1.00	3.00	95.50	4.00
4784	166	0	1	1	10	151	151	0.00	0.60	0.60	6.02	90.96	7.23
4785	241	7	1	16	46	165	165	2.90	0.41	6.64	19.09	68.46	26.14
4786	4108	40	14	280	459	3258	3258	0.97	0.34	6.82	11.17	79.31	18.33
4787	271	0	1	3	20	238	238	0.00	0.37	1.11	7.38	87.82	8.86
4788	98	1	0	3	20	62	62	1.02	0.00	3.06	20.41	63.27	23.47
4789	796	9	0	17	90	665	665	1.13	0.00	2.14	11.31	83.54	13.44
