uf	municipio	total	quantidade	percentual
BA	CONCEICAO DO COITE	1608	360	22.39
BA	CONCEICAO DO JACUIPE	940	367	39.04
BA	CONDE	321	72	22.43
BA	CONDEUBA	278	15	5.40
BA	CONTENDAS DO SINCORA	71	11	15.49
BA	CORACAO DE MARIA	731	347	47.47
BA	CORDEIROS	290	12	4.14
BA	CORIBE	241	29	12.03
BA	CORONEL JOAO SA	288	18	6.25
BA	CORRENTINA	528	76	14.39
BA	COTEGIPE	213	28	13.15
BA	CRAVOLANDIA	190	40	21.05
BA	CRISOPOLIS	256	23	8.98
BA	CRISTOPOLIS	302	44	14.57
BA	CRUZ DAS ALMAS	4641	1637	35.27
BA	CURACA	745	136	18.26
BA	DARIO MEIRA	171	52	30.41
BA	DIAS D AVILA	1500	499	33.27
BA	DOM BASILIO	211	7	3.32
BA	DOM MACEDO COSTA	127	52	40.94
BA	ELISIO MEDRADO	262	74	28.24
BA	ENCRUZILHADA	189	35	18.52
BA	ENTRE RIOS	971	320	32.96
BA	ERICO CARDOSO	139	20	14.39
BA	ESPLANADA	405	72	17.78
BA	EUCLIDES DA CUNHA	835	79	9.46
BA	EUNAPOLI	1	0	0.00
BA	EUNAPOLIS	2925	600	20.51
BA	FATIMA	439	40	9.11
BA	FEIRA DA MATA	151	25	16.56
BA	FEIRA DE SANTAN	1	0	0.00
BA	FEIRA DE SANTANA	25985	8493	32.68
BA	FEIRA DE SNTANA	1	0	0.00
BA	FEIRA DESANTANA	1	0	0.00
BA	FILADELFIA	454	117	25.77
BA	FIRMINO ALVES	131	25	19.08
BA	FLORESTA AZUL	181	52	28.73
BA	FORMOSA DO RIO PRETO	358	68	18.99
BA	GANDU	853	244	28.60
BA	GAVIAO	90	26	28.89
BA	GENTIO DO OURO	186	32	17.20
BA	GLORIA	205	21	10.24
BA	GONGOGI	74	31	41.89
BA	GOVERNADOR MANGABEIRA	775	351	45.29
BA	GUAJERU	232	6	2.59
BA	GUANAMBI	3540	498	14.07
BA	GUARATINGA	243	31	12.76
BA	HELIOPOLIS	320	36	11.25
BA	IACU	342	125	36.55
BA	IBIASSUCE	429	47	10.96
BA	IBICARAI	587	144	24.53
BA	IBICOARA	186	23	12.37
BA	IBICUI	238	29	12.18
BA	IBIPEBA	272	30	11.03
BA	IBIPITANGA	239	14	5.86
BA	IBIQUERA	38	4	10.53
BA	IBIRAPITANGA	293	108	36.86
BA	IBIRAPUA	178	25	14.04
BA	IBIRATAIA	341	58	17.01
BA	IBITIARA	237	37	15.61
BA	IBITITA	452	100	22.12
BA	IBOTIRAMA	807	152	18.84
BA	ICHU	180	52	28.89
BA	IGAPORA	436	81	18.58
BA	IGRAPIUNA	252	133	52.78
BA	IGUAI	298	26	8.72
BA	ILHEUS	10221	3012	29.47
BA	INHAMBUPE	640	156	24.38
BA	IPECAETA	208	51	24.52
BA	IPIAU	1479	378	25.56
BA	IPIRA	815	196	24.05
BA	IPUPIARA	119	5	4.20
BA	IRAJUBA	69	6	8.70
BA	IRAMAIA	110	13	11.82
BA	IRAQUARA	257	16	6.23
BA	IRARA	826	368	44.55
BA	IRECE	2962	564	19.04
BA	ITABELA	434	72	16.59
BA	ITABERABA	1689	444	26.29
BA	ITABUNA	10980	2684	24.44
BA	ITACARE	419	184	43.91
BA	ITAETE	76	27	35.53
BA	ITAGI	234	44	18.80
BA	ITAGIBA	198	47	23.74
BA	ITAGIMIRIM	129	25	19.38
BA	ITAGUACU DA BAHIA	147	15	10.20
BA	ITAJU DO COLONIA	140	29	20.71
BA	ITAJUIPE	765	202	26.41
BA	ITAMARAJU	1287	159	12.35
BA	ITAMARI	98	18	18.37
BA	ITAMBE	599	116	19.37
BA	ITANAGRA	79	24	30.38
BA	ITANHEM	419	62	14.80
BA	ITAPARICA	451	138	30.60
BA	ITAPE	199	46	23.12
BA	ITAPEBI	95	18	18.95
BA	ITAPETINGA	2512	487	19.39
BA	ITAPICURU	261	41	15.71
BA	ITAPITANGA	201	47	23.38
BA	ITAQUARA	102	19	18.63
BA	ITARANTIM	145	17	11.72
BA	ITARICA	1	1	100.00
BA	ITATIM	131	17	12.98
BA	ITIRUCU	317	65	20.50
BA	ITIUBA	412	65	15.78
BA	ITORORO	346	73	21.10
BA	ITUACU	334	40	11.98
BA	ITUBERA	399	116	29.07
BA	IUIU	283	25	8.83
BA	JABORANDI	128	6	4.69
BA	JACARACI	288	10	3.47
BA	JACOBINA	2865	697	24.33
BA	JAGUAQUARA	971	188	19.36
BA	JAGUARARI	804	95	11.82
BA	JAGUARIPE	105	37	35.24
BA	JANDAIRA	74	14	18.92
BA	JAZEIRO	1	0	0.00
BA	JEQUIE	5811	1227	21.12
BA	JEREMOABO	510	61	11.96
BA	JIQUIRICA	471	147	31.21
BA	JITAUNA	318	88	27.67
BA	JOAO DOURADO	643	127	19.75
BA	JUAZEIRO	10880	2367	21.76
BA	JUCURUCU	59	3	5.08
BA	JUSSARA	323	44	13.62
BA	JUSSARI	91	35	38.46
BA	JUSSIAPE	147	13	8.84
BA	LAFAIETE COUTINHO	81	28	34.57
BA	LAGOA REAL	263	15	5.70
BA	LAJE	507	209	41.22
BA	LAJEDAO	97	12	12.37
BA	LAJEDINHO	28	7	25.00
BA	LAJEDO DO TABOCAL	140	14	10.00
BA	LAMARAO	75	23	30.67
BA	LAPAO	596	112	18.79
BA	LAURO DE FREITAS	7167	2465	34.39
BA	LENCOIS	209	68	32.54
BA	LICINIO DE ALMEIDA	343	35	10.20
BA	LIVRAMENTO DE NOSSA SENHORA	931	155	16.65
BA	LUIS EDUARDO MAGALHAES	1620	265	16.36
BA	MACAJUBA	117	17	14.53
BA	MACARANI	276	37	13.41
BA	MACAUBAS	893	88	9.85
BA	MACURURE	47	5	10.64
BA	MADRE DE DEUS	309	67	21.68
BA	MAETINGA	154	6	3.90
BA	MAIQUINIQUE	144	27	18.75
BA	MAIRI	332	71	21.39
BA	MALHADA	339	40	11.80
BA	MALHADA DE PEDRAS	157	4	2.55
BA	MANOEL VITORINO	201	26	12.94
BA	MANSIDAO	118	16	13.56
BA	MARACAS	678	107	15.78
BA	MARAGOGIPE	709	212	29.90
BA	MARAU	163	48	29.45
BA	MARCIONILIO SOUZA	220	44	20.00
BA	MASCOTE	166	44	26.51
BA	MATA DE SAO JOAO	685	280	40.88
BA	MATINA	258	43	16.67
BA	MEDEIROS NETO	465	51	10.97
BA	MIGUEL CALMON	695	129	18.56
BA	MILAGRES	309	69	22.33
BA	MIRANGABA	159	61	38.36
BA	MIRANTE	104	7	6.73
BA	MONTE SANTO	701	51	7.28
BA	MORPARA	149	38	25.50
BA	MORRO DO CHAPEU	679	136	20.03
BA	MORTUGABA	157	10	6.37
BA	MUCUGE	185	13	7.03
BA	MUCURI	1002	181	18.06
BA	MULUNGU DO MORRO	140	15	10.71
BA	MUNDO NOVO	358	51	14.25
BA	MUNIZ FERREIRA	166	55	33.13
BA	MUQUEM DE SAO FRANCISCO	132	19	14.39
BA	MURITIBA	1058	429	40.55
BA	MUTUIPE	1191	476	39.97
BA	NAZARE	518	158	30.50
BA	NILO PECANHA	126	42	33.33
BA	NORDESTINA	97	13	13.40
BA	NOVA CANAA	388	58	14.95
BA	NOVA FATIMA	209	39	18.66
BA	NOVA IBIA	95	26	27.37
BA	NOVA ITARANA	115	11	9.57
BA	NOVA REDENCAO	119	27	22.69
BA	NOVA SOURE	393	71	18.07
BA	NOVA VICOSA	768	202	26.30
BA	NOVO HORIZONTE	116	13	11.21
BA	NOVO TRIUNFO	80	6	7.50
BA	OLINDINA	239	36	15.06
BA	OLIVEIRA DOS BREJINHOS	414	50	12.08
BA	OURICANGAS	178	119	66.85
BA	OUROLANDIA	167	35	20.96
BA	PALMAS DE MONTE ALTO	683	98	14.35
BA	PALMEIRAS	160	42	26.25
BA	PARAMIRIM	663	108	16.29
BA	PARATINGA	520	133	25.58
BA	PARIPIRANGA	671	79	11.77
BA	PAU BRASIL	376	95	25.27
BA	PAULO AFONSO	3311	424	12.81
BA	PE DE SERRA	309	38	12.30
BA	PEDRAO	108	63	58.33
BA	PEDRO ALEXANDRE	79	3	3.80
BA	PIATA	293	52	17.75
BA	PILAO ARCADO	210	38	18.10
BA	PINDAI	448	41	9.15
BA	PINDOBACU	511	102	19.96
BA	PINTADAS	251	60	23.90
BA	PIRAI DO NORTE	81	31	38.27
BA	PIRIPA	198	11	5.56
BA	PIRITIBA	286	30	10.49
BA	PLANALTINO	71	6	8.45
BA	PLANALTO	382	43	11.26
BA	POCOES	1461	177	12.11
BA	POJUCA	1268	416	32.81
BA	PONTO NOVO	355	82	23.10
BA	PORTO SEGURO	2461	522	21.21
BA	POTIRAGUA	161	26	16.15
BA	PRADO	421	93	22.09
BA	PRESIDENTE DUTRA	423	52	12.29
BA	PRESIDENTE JANIO QUADROS	183	9	4.92
BA	PRESIDENTE TANCREDO NEVES	607	138	22.73
BA	QUEIMADAS	277	57	20.58
BA	QUIJINGUE	315	20	6.35
BA	QUIXABEIRA	78	17	21.79
BA	RAFAEL JAMBEIRO	230	47	20.43
BA	REMANSO	972	162	16.67
BA	RETIROLANDIA	249	41	16.47
BA	RIACHAO DAS NEVES	337	53	15.73
BA	RIACHAO DO JACUIPE	1116	277	24.82
BA	RIACHO DE SANTANA	995	134	13.47
BA	RIACHO DEANTANA	1	0	0.00
BA	RIBEIRA DO AMPARO	183	30	16.39
BA	RIBEIRA DO POMBAL	657	73	11.11
BA	RIBEIRAO DO LARGO	88	15	17.05
BA	RIO DE CONTAS	279	51	18.28
BA	RIO DO ANTONIO	275	19	6.91
BA	RIO DO PIRES	188	8	4.26
BA	RIO REAL	997	75	7.52
BA	RODELAS	222	31	13.96
BA	RUY BARBOSA	533	163	30.58
BA	RUYBARBOSA	1	0	0.00
BA	SALINAS DA MARGARIDA	187	76	40.64
BA	SALVADOR	114675	42130	36.74
BA	SANTA ARIA DA VITORIA	1	0	0.00
BA	SANTA BARBARA	303	94	31.02
BA	SANTA BRIGIDA	201	39	19.40
BA	SANTA CRUZ CABRALIA	393	75	19.08
BA	SANTA CRUZ DA VITORIA	123	27	21.95
BA	SANTA INES	400	133	33.25
BA	SANTA LUZIA	158	51	32.28
BA	SANTA MARIA DA VITORIA	775	109	14.06
BA	SANTA RITA DE CASSIA	422	92	21.80
BA	SANTA TERESINHA	233	60	25.75
BA	SANTALUZ	832	147	17.67
BA	SANTANA	384	60	15.63
BA	SANTANOPOLIS	142	44	30.99
BA	SANTO AMARO	1239	657	53.03
BA	SANTO ANTONIO DE JESUS	5015	1632	32.54
BA	SANTO ESTEVAO	1192	447	37.50
BA	SAO DESIDERIO	303	60	19.80
BA	SAO DOMINGOS	158	31	19.62
BA	SAO FELIPE	643	206	32.04
BA	SAO FELIX	429	203	47.32
BA	SAO FELIX DO CORIBE	311	45	14.47
BA	SAO FRANCISCO DO CONDE	490	250	51.02
BA	SAO GABRIEL	541	99	18.30
BA	SAO GONCALO DOS CAMPOS	1197	665	55.56
BA	SAO JOSE DA VITORIA	102	31	30.39
BA	SAO JOSE DO JACUIPE	109	19	17.43
BA	SAO MIGUEL DAS MATAS	206	73	35.44
BA	SAO SEBASTIAO DO PASSE	716	296	41.34
BA	SAPEACU	727	311	42.78
BA	SATIRO DIAS	225	36	16.00
BA	SAUBARA	150	91	60.67
BA	SAUDE	251	57	22.71
BA	SEABRA	985	147	14.92
BA	SEBASTIAO LARANJEIRAS	220	33	15.00
BA	SENHOR DO BONFIM	3553	690	19.42
BA	SENTO SE	437	63	14.42
BA	SERRA DO RAMALHO	275	50	18.18
BA	SERRA DOURADA	163	15	9.20
BA	SERRA PRETA	361	132	36.57
BA	SERRINHA	1929	489	25.35
BA	SERROLANDIA	270	87	32.22
BA	SIMOES FILHO	3745	1372	36.64
BA	SITIO DO MATO	111	21	18.92
BA	SITIO DO QUINTO	198	10	5.05
BA	SOBRADINHO	933	178	19.08
BA	SOUTO SOARES	129	17	13.18
BA	TABOCAS DO BREJO VELHO	117	7	5.98
BA	TANHACU	228	26	11.40
BA	TANQUE NOVO	370	42	11.35
BA	TANQUINHO	168	73	43.45
BA	TAPEROA	307	111	36.16
BA	TAPIRAMUTA	396	75	18.94
BA	TEIXEIRA DE FREITAS	4611	816	17.70
BA	TEODORO SAMPAIO	220	40	18.18
BA	TEOFILANDIA	233	59	25.32
BA	TEOLANDIA	256	86	33.59
BA	TERRA NOVA	281	89	31.67
BA	TREMEDAL	150	11	7.33
BA	TUCANO	1157	113	9.77
BA	UAUA	642	62	9.66
BA	UBAIRA	667	229	34.33
BA	UBAITABA	513	194	37.82
BA	UBATA	504	159	31.55
BA	UIBAI	433	85	19.63
BA	UMBURANAS	108	12	11.11
BA	UNA	635	143	22.52
BA	URANDI	416	53	12.74
BA	URUCUCA	615	214	34.80
BA	UTINGA	372	65	17.47
BA	VALENCA	2463	737	29.92
BA	VALENTE	723	117	16.18
BA	VARZEA DA ROCA	187	24	12.83
BA	VARZEA DO POCO	145	11	7.59
BA	VARZEA NOVA	373	91	24.40
BA	VARZEDO	249	86	34.54
BA	VERA CRUZ	779	427	54.81
BA	VERA CUZ	1	0	0.00
BA	VEREDA	82	2	2.44
BA	VITORIA DA CNQUISTA	1	0	0.00
BA	VITORIA DA CONQUISTA	14100	2271	16.11
BA	WAGNER	121	14	11.57
BA	WANDERLEY	214	30	14.02
BA	WENCESLAU GUIMARAES	214	64	29.91
BA	XIQUE-XIQUE	1023	287	28.05
CE	ABAIARA	232	4	1.72
CE	ACARAPE	762	24	3.15
CE	ACARAU	2253	140	6.21
CE	ACOPIARA	1417	79	5.58
CE	AIUABA	283	30	10.60
CE	ALCANTARAS	320	10	3.13
CE	ALTANEIRA	238	24	10.08
CE	ALTO SANTO	334	37	11.08
CE	AMONTADA	1133	34	3.00
CE	ANTONINA DO NORTE	178	13	7.30
CE	APUIARES	497	26	5.23
CE	AQUIRAZ	1688	109	6.46
CE	ARACAI	1	0	0.00
CE	ARACANAU	1	0	0.00
CE	ARACATI	2608	190	7.29
CE	ARACOIABA	1054	101	9.58
CE	ARARENDA	242	2	0.83
CE	ARARIPE	452	20	4.42
CE	ARATUBA	583	36	6.17
CE	ARNEIROZ	203	48	23.65
CE	ASSARE	539	42	7.79
CE	AURORA	1017	63	6.19
CE	BAIXIO	323	20	6.19
CE	BANABUIU	464	27	5.82
CE	BARBALHA	2626	282	10.74
CE	BARREIRA	782	11	1.41
CE	BARRO	934	91	9.74
CE	BARROQUINHA	474	19	4.01
CE	BATURITE	1703	121	7.11
CE	BEBERIBE	1627	109	6.70
CE	BELA CRUZ	933	45	4.82
CE	BOA VIAGEM	1426	73	5.12
CE	BREJO SANT	1	0	0.00
CE	BREJO SANTO	2172	174	8.01
CE	CAMOCIM	2528	168	6.65
CE	CAMPOS SALES	865	58	6.71
CE	CANINDE	3146	157	4.99
CE	CAPISTRANO	785	35	4.46
CE	CARIDADE	372	23	6.18
CE	CARIRE	460	27	5.87
CE	CARIRIACU	610	28	4.59
CE	CARIUS	483	29	6.00
CE	CARNAUBAL	470	26	5.53
CE	CASCAVEL	2561	186	7.26
CE	CATARINA	246	19	7.72
CE	CATUNDA	200	3	1.50
CE	CAUCAIA	11672	871	7.46
CE	CEDRO	967	75	7.76
CE	CHAVAL	525	30	5.71
CE	CHORO	377	25	6.63
CE	CHOROZINHO	447	15	3.36
CE	COREAU	841	49	5.83
CE	CRATEUS	2690	203	7.55
CE	CRATO	6636	838	12.63
CE	CROATA	431	4	0.93
CE	CRUZ	768	24	3.13
CE	DEPUTADO IRAPUAN PINHEIRO	297	3	1.01
CE	ERERE	175	6	3.43
CE	EUSEBIO	1489	107	7.19
CE	FARIAS BRITO	1131	71	6.28
CE	FORQUILHA	766	40	5.22
CE	FORTALEA	2	1	50.00
CE	FORTALEZA	126563	9405	7.43
CE	FORTEZA	1	0	0.00
CE	FORTIM	492	34	6.91
CE	FRECHEIRINHA	274	9	3.28
CE	GENERAL SAMPAIO	199	5	2.51
CE	GRACA	434	28	6.45
CE	GRANJA	1154	76	6.59
CE	GRANJEIRO	214	8	3.74
CE	GROAIRAS	356	5	1.40
CE	GUAIUBA	468	40	8.55
CE	GUARACIABA DO NORTE	1190	30	2.52
CE	GUARAMIRANGA	274	23	8.39
CE	HIDROLANDIA	464	28	6.03
CE	HORIZONTE	2019	136	6.74
CE	IBARETAMA	416	31	7.45
CE	IBIAPINA	818	40	4.89
CE	IBICUITINGA	437	31	7.09
CE	ICAPUI	1091	131	12.01
CE	ICO	1806	110	6.09
CE	IGUATU	4713	309	6.56
CE	INDEPENDENCIA	981	67	6.83
CE	IPAPORANGA	252	6	2.38
CE	IPAUMIRIM	485	22	4.54
CE	IPU	1365	58	4.25
CE	IPUEIRAS	1204	29	2.41
CE	IRACEMA	427	35	8.20
CE	IRAUCUBA	761	36	4.73
CE	ITAICABA	310	17	5.48
CE	ITAITINGA	837	44	5.26
CE	ITAPAGE	1629	91	5.59
CE	ITAPIPOCA	4096	259	6.32
CE	ITAPIUNA	775	73	9.42
CE	ITAREMA	1080	84	7.78
CE	ITATIRA	472	14	2.97
CE	JAGUARETAMA	545	11	2.02
CE	JAGUARIBARA	276	6	2.17
CE	JAGUARIBE	1335	85	6.37
CE	JAGUARUANA	1464	122	8.33
CE	JARDIM	1040	76	7.31
CE	JATI	297	15	5.05
CE	JIJOCA DE JERICOACOARA	576	32	5.56
CE	JUAZEIRO DO NORTE	12734	1229	9.65
CE	JUAZEIRO DO ORTE	1	1	100.00
CE	JUCAS	643	32	4.98
CE	LAVRAS DA MANGABEIRA	1131	88	7.78
CE	LIMOEIRO DO NORTE	3012	248	8.23
CE	MADALENA	492	18	3.66
CE	MARACANAU	9105	702	7.71
CE	MARANGUAPE	3315	224	6.76
CE	MARCO	580	61	10.52
CE	MARTINOPOLE	382	20	5.24
CE	MASSAPE	1258	51	4.05
CE	MAURITI	1743	121	6.94
CE	MERUOCA	595	51	8.57
CE	MILAGRES	870	64	7.36
CE	MILHA	401	16	3.99
CE	MIRAIMA	450	31	6.89
CE	MISSAO VELHA	936	90	9.62
CE	MOMBACA	767	54	7.04
CE	MONSENHOR TABOSA	514	24	4.67
CE	MORADA NOVA	2452	158	6.44
CE	MORAUJO	374	18	4.81
CE	MORRINHOS	603	35	5.80
CE	MUCAMBO	541	19	3.51
CE	MULUNGU	425	16	3.76
CE	NOVA OLINDA	517	25	4.84
CE	NOVA RUSSAS	1190	40	3.36
CE	NOVO ORIENTE	647	68	10.51
CE	OCARA	968	59	6.10
CE	OROS	385	17	4.42
CE	PACAJUS	2368	109	4.60
CE	PACATUBA	2071	149	7.19
CE	PACOTI	565	16	2.83
CE	PACUJA	279	31	11.11
CE	PALHANO	263	16	6.08
CE	PALMACIA	374	30	8.02
CE	PARACURU	1127	66	5.86
CE	PARAIPABA	1169	46	3.93
CE	PARAMBU	852	39	4.58
CE	PARAMOTI	347	2	0.58
CE	PCAJUS	1	0	0.00
CE	PEDRA BRANCA	1017	77	7.57
CE	PENAFORTE	377	37	9.81
CE	PENTECOSTE	1167	29	2.49
CE	PEREIRO	834	29	3.48
CE	PINDORETAMA	682	37	5.43
CE	PIQUET CARNEIRO	228	4	1.75
CE	PIRES FERREIRA	340	9	2.65
CE	PORANGA	414	27	6.52
CE	PORTEIRAS	668	51	7.63
CE	POTENGI	301	23	7.64
CE	POTIRETAMA	125	8	6.40
CE	QUITERIANOPOLIS	298	11	3.69
CE	QUIXADA	3364	234	6.96
CE	QUIXELO	356	7	1.97
CE	QUIXERAMOBIM	2333	156	6.69
CE	QUIXERE	711	33	4.64
CE	REDENCAO	2231	80	3.59
CE	RERIUTABA	471	14	2.97
CE	RUSSAS	2417	171	7.07
CE	SABOEIRO	283	26	9.19
CE	SALITRE	245	20	8.16
CE	SANTA QUITERIA	1408	86	6.11
CE	SANTANA DO ACARAU	793	82	10.34
CE	SANTANA DO CARIRI	493	34	6.90
CE	SAO BENEDITO	1873	92	4.91
CE	SAO GONCALO DO AMARANTE	1728	89	5.15
CE	SAO JOAO DO JAGUARIBE	228	12	5.26
CE	SAO LUIS DO CURU	304	14	4.61
CE	SENADOR POMPEU	804	44	5.47
CE	SENADOR SA	213	9	4.23
CE	SOBRAL	10637	792	7.45
CE	SOLONOPOLE	374	34	9.09
CE	TABULEIRO DO NORTE	1259	54	4.29
CE	TAMBORIL	861	42	4.88
CE	TARRAFAS	113	5	4.42
CE	TAUA	2201	202	9.18
CE	TEJUCUOCA	309	15	4.85
CE	TIANGUA	2386	138	5.78
CE	TRAIRI	1789	142	7.94
CE	TURURU	501	17	3.39
CE	UBAJARA	1270	113	8.90
CE	UMARI	233	18	7.73
CE	UMIRIM	311	6	1.93
CE	URUBURETAMA	672	35	5.21
CE	URUOCA	441	10	2.27
CE	VARJOTA	498	14	2.81
CE	VARZEA ALEGRE	1342	104	7.75
CE	VICOSA DO CEARA	1545	69	4.47
DF	BASILIA	1	0	0.00
DF	BRAILIA	1	1	100.00
DF	BRASILA	1	0	0.00
DF	BRASILIA	89525	13151	14.69
DF	BRASLIA	1	0	0.00
DF	BRSILIA	1	0	0.00
ES	AFONSO CLAUDIO	912	63	6.91
ES	AGUA DOCE DO NORTE	445	28	6.29
ES	AGUA DOCE O NORTE	1	0	0.00
ES	AGUIA BRANCA	189	1	0.53
ES	ALEGRE	1173	143	12.19
ES	ALFREDO CHAVES	340	12	3.53
ES	ALTO RIO NOVO	248	15	6.05
ES	ANCHIETA	667	71	10.64
ES	AO MATEUS	1	0	0.00
ES	APIACA	108	21	19.44
ES	ARACRUZ	3868	459	11.87
ES	ATILIO VIVACQUA	205	29	14.15
ES	BAIXO GUANDU	925	73	7.89
ES	BARRA DE SAO FRANCISCO	891	51	5.72
ES	BOA ESPERANCA	392	47	11.99
ES	BOM JESUS DO NORTE	234	31	13.25
ES	BREJETUBA	260	20	7.69
ES	CACHOEIRO DE ITAPEMIRIM	6296	902	14.33
ES	CARIACCA	1	1	100.00
ES	CARIACICA	12468	1822	14.61
ES	CASTELO	1112	98	8.81
ES	COLATINA	3903	280	7.17
ES	CONCEICAO DA BARRA	1039	216	20.79
ES	CONCEICAO DO CASTELO	310	31	10.00
ES	DIVINO DE SAO LOURENCO	93	17	18.28
ES	DOMINGOS MARTINS	1130	51	4.51
ES	DORES DO RIO PRETO	178	14	7.87
ES	ECOPORANGA	624	54	8.65
ES	FUNDAO	541	59	10.91
ES	GOVERNADOR LINDENBERG	234	5	2.14
ES	GUACUI	791	101	12.77
ES	GUARAPARI	3336	418	12.53
ES	IBATIBA	453	33	7.28
ES	IBIRACU	425	57	13.41
ES	IBITIRAMA	159	12	7.55
ES	ICONHA	402	12	2.99
ES	IRUPI	195	9	4.62
ES	ITAGUACU	449	43	9.58
ES	ITAPEMIRIM	968	78	8.06
ES	ITARANA	372	24	6.45
ES	IUNA	671	36	5.37
ES	JAGUARE	642	97	15.11
ES	JERONIMO MONTEIRO	391	43	11.00
ES	JOAO NEIVA	644	65	10.09
ES	LARANJA DA TERRA	238	13	5.46
ES	LINHARES	3716	450	12.11
ES	MANTENOPOLIS	400	30	7.50
ES	MARATAIZES	1336	67	5.01
ES	MARECHAL FLORIANO	657	39	5.94
ES	MARILANDIA	356	16	4.49
ES	MIMOSO DO SUL	697	76	10.90
ES	MONTANHA	486	47	9.67
ES	MUCURICI	153	23	15.03
ES	MUNIZ FREIRE	492	56	11.38
ES	MUQUI	467	72	15.42
ES	NOVA VENECIA	1689	98	5.80
ES	PANCAS	383	32	8.36
ES	PEDRO CANARIO	840	154	18.33
ES	PINHEIROS	689	98	14.22
ES	PIUMA	636	64	10.06
ES	PONTO BELO	221	35	15.84
ES	PRESIDENTE KENNEDY	215	29	13.49
ES	RIO BANANAL	399	22	5.51
ES	RIO NOVO DO SUL	333	23	6.91
ES	SANTA LEOPOLDINA	205	16	7.80
ES	SANTA MARIA DE JETIBA	1031	35	3.39
ES	SANTA TERESA	895	59	6.59
ES	SAO DOMINGOS DO NORTE	194	7	3.61
ES	SAO GABRIEL DA PALHA	841	28	3.33
ES	SAO JOSE DO CALCADO	244	43	17.62
ES	SAO MATEUS	5642	1080	19.14
ES	SAO ROQUE DO CANAA	277	11	3.97
ES	SERRA	16625	2688	16.17
ES	SOORETAMA	578	81	14.01
ES	VARGEM ALTA	581	70	12.05
ES	VENDA NOVA DO IMIGRANTE	1109	78	7.03
ES	VIANA	1939	249	12.84
ES	VILA PAVAO	250	9	3.60
ES	VILA VALERIO	286	14	4.90
ES	VILA VELA	1	1	100.00
ES	VILA VELHA	16310	1916	11.75
ES	VITORIA	14813	2225	15.02
GO	ABADIA DE GOIAS	172	21	12.21
GO	ABADIA DE GOIS	1	0	0.00
GO	ABADIANIA	261	13	4.98
GO	ACREUNA	307	35	11.40
GO	ADELANDIA	34	1	2.94
GO	AGUA FRIA DE GOIAS	72	11	15.28
GO	AGUA LIMPA	43	2	4.65
GO	AGUAS LIDAS DE GOIAS	1	0	0.00
GO	AGUAS LINDAS DE GOIAS	2800	320	11.43
GO	ALEXANIA	610	51	8.36
GO	ALOANDIA	26	1	3.85
GO	ALTO HORIZONTE	96	6	6.25
GO	ALTO PARAISO DE GOIAS	113	18	15.93
GO	ALVORADA DO NORTE	247	48	19.43
GO	AMARALINA	69	7	10.14
GO	AMERICANO DO BRASIL	86	6	6.98
GO	AMORINOPOLIS	67	2	2.99
GO	ANAPOLIS	13375	1261	9.43
GO	ANHANGUERA	15	0	0.00
GO	ANICUNS	335	7	2.09
GO	APARECIDA DE GOIANI	1	0	0.00
GO	APARECIDA DE GOIANIA	14241	1922	13.50
GO	APARECIDA DO RIO DOCE	82	5	6.10
GO	APORE	69	5	7.25
GO	ARACU	72	5	6.94
GO	ARAGARCAS	1619	224	13.84
GO	ARAGOIANIA	120	7	5.83
GO	ARAGUAPAZ	75	8	10.67
GO	ARENOPOLIS	64	14	21.88
GO	ARUANA	63	11	17.46
GO	AURILANDIA	66	7	10.61
GO	AVELINOPOLIS	30	1	3.33
GO	BALIZA	82	13	15.85
GO	BARRO ALTO	182	27	14.84
GO	BELA VISTA DE GOIAS	388	30	7.73
GO	BOM JARDIM DE GOIAS	216	14	6.48
GO	BOM JESUS DE GOIAS	280	14	5.00
GO	BONFINOPOLIS	191	17	8.90
GO	BONOPOLIS	74	16	21.62
GO	BRAZABRANTES	47	0	0.00
GO	BRITANIA	88	5	5.68
GO	BURITI ALEGRE	121	9	7.44
GO	BURITI DE GOIAS	39	0	0.00
GO	BURITINOPOLIS	71	9	12.68
GO	CABECEIRAS	193	16	8.29
GO	CACHOEIRA ALTA	122	5	4.10
GO	CACHOEIRA DE GOIAS	45	4	8.89
GO	CACHOEIRA DOURADA	170	15	8.82
GO	CACU	284	15	5.28
GO	CAIAPONIA	196	18	9.18
GO	CALDAS NOVAS	2253	198	8.79
GO	CALDAZINHA	50	6	12.00
GO	CAMPESTRE DE GOIAS	64	4	6.25
GO	CAMPINACU	42	2	4.76
GO	CAMPINORTE	212	26	12.26
GO	CAMPO ALEGRE DE GOIAS	114	7	6.14
GO	CAMPO LIMPO DE GOIAS	94	13	13.83
GO	CAMPOS BELOS	351	68	19.37
GO	CAMPOS VERDES	103	10	9.71
GO	CARMO DO RIO VERDE	303	18	5.94
GO	CASTELANDIA	77	8	10.39
GO	CATALAO	2631	191	7.26
GO	CATURAI	87	2	2.30
GO	CAVALCANTE	179	70	39.11
GO	CERES	1110	111	10.00
GO	CEZARINA	108	8	7.41
GO	CHAPADAO DO CEU	258	21	8.14
GO	CIDADE OCIDENTAL	1779	272	15.29
GO	COCALZINHO DE GOIAS	305	38	12.46
GO	COLINAS DO SUL	43	9	20.93
